scenario,endpoint,gmr_geo,n_R_mean,n_T_mean,n_trials,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,truth,rel_bias_pct,model
ka_down_095,AUCinf_C,0.947336515118686,117,117,2000,ka,down,0.95,0.751019202887681,0.949908155007994,0.873047962827497,0.949908155007994,-0.270725109132941,k2016
ka_down_095,AUCinf_true,0.948959651832706,117,117,2000,ka,down,0.95,0.751019202887681,0.949908155007994,0.873047962827497,0.949908155007994,-0.0998520930984403,k2016
ka_down_095,AUClast,0.94859240273451,117,117,2000,ka,down,0.95,0.751019202887681,0.949908155007994,0.873047962827497,0.949908155007994,-0.138513630664994,k2016
ka_down_095,Cmax,0.877857552473144,117,117,2000,ka,down,0.95,0.751019202887681,0.949908155007994,0.873047962827497,0.873047962827497,0.550896382607657,k2016
ka_up_105,AUCinf_A,1.0312472640636,94.0885,100.1455,2000,ka,up,1.05,1.54918815118162,1.05006636245644,1.1868009360223,1.05006636245644,-1.79218181494892,k2016
ka_up_105,AUCinf_B,1.04146508884426,115.373,116.287,2000,ka,up,1.05,1.54918815118162,1.05006636245644,1.1868009360223,1.05006636245644,-0.819117145325776,k2016
ka_up_105,AUCinf_C,1.05080024965921,117,117,2000,ka,up,1.05,1.54918815118162,1.05006636245644,1.1868009360223,1.05006636245644,0.0698896021250839,k2016
ka_up_105,AUCinf_true,1.04925383978729,117,117,2000,ka,up,1.05,1.54918815118162,1.05006636245644,1.1868009360223,1.05006636245644,-0.0773782208633334,k2016
ka_up_105,AUClast,1.04983524146847,117,117,2000,ka,up,1.05,1.54918815118162,1.05006636245644,1.1868009360223,1.05006636245644,-0.0220101315723809,k2016
ka_up_105,Cmax,1.16649298750307,117,117,2000,ka,up,1.05,1.54918815118162,1.05006636245644,1.1868009360223,1.1868009360223,-1.71115036252798,k2016
ka_up_111,AUCinf_A,1.07363247295993,94.0885,106.0055,2000,ka,up,1.11,6.04296390238133,1.11032654787836,1.66159034945477,1.11032654787836,-3.3048002849747,k2016
ka_up_111,AUCinf_B,1.09372531316785,115.373,116.9755,2000,ka,up,1.11,6.04296390238133,1.11032654787836,1.66159034945477,1.11032654787836,-1.49516687160464,k2016
ka_up_111,AUCinf_C,1.11207892760871,117,117,2000,ka,up,1.11,6.04296390238133,1.11032654787836,1.66159034945477,1.11032654787836,0.157825617490692,k2016
ka_up_111,AUCinf_true,1.10962629126189,117,117,2000,ka,up,1.11,6.04296390238133,1.11032654787836,1.66159034945477,1.11032654787836,-0.0630676279704368,k2016
ka_up_111,AUClast,1.11069098198447,117,117,2000,ka,up,1.11,6.04296390238133,1.11032654787836,1.66159034945477,1.11032654787836,0.0328222455639793,k2016
ka_up_111,Cmax,1.5266681582977,117,117,2000,ka,up,1.11,6.04296390238133,1.11032654787836,1.66159034945477,1.66159034945477,-8.12006348022783,k2016
ke_down_105,AUCinf_A,1.0482579343527,94.0885,93.8955,2000,ke,down,1.05,0.911245541985472,1.05008025202458,1.01506501555001,1.05008025202458,-0.17354080017884,k2016
ke_down_105,AUCinf_B,1.04899293831477,115.373,115.5785,2000,ke,down,1.05,0.911245541985472,1.05008025202458,1.01506501555001,1.05008025202458,-0.103545772593039,k2016
ke_down_105,AUCinf_C,1.05022113228535,117,117,2000,ke,down,1.05,0.911245541985472,1.05008025202458,1.01506501555001,1.05008025202458,0.0134161422902901,k2016
ke_down_105,AUCinf_true,1.049130288356,117,117,2000,ke,down,1.05,0.911245541985472,1.05008025202458,1.01506501555001,1.05008025202458,-0.0904658159930238,k2016
ke_down_105,AUClast,1.05061194948556,117,117,2000,ke,down,1.05,0.911245541985472,1.05008025202458,1.01506501555001,1.05008025202458,0.0506339834463354,k2016
ke_down_105,Cmax,1.01613531133628,117,117,2000,ke,down,1.05,0.911245541985472,1.05008025202458,1.01506501555001,1.01506501555001,0.105441106714621,k2016
ke_down_111,AUCinf_A,1.10487460461759,94.0885,93.5675,2000,ke,down,1.11,0.816788049644061,1.10959794791165,1.03184779137821,1.10959794791165,-0.425680608273371,k2016
