model,scenario,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,config,auc_endpoint,n_trials,n_pass,pass_pct,lo,hi,class,gap_pp,n_trials_prereg,pass_pct_prereg,lo_prereg,hi_prereg,class_prereg,se_median,df_median,df232_share,theory_boundary_pct,theory_far_prob,theory_at_truth_pct,sd_log_gmr,sd_se_ratio,cor_se_log_gmr,pred_unbiased_pct,pred_pct,bias_log,bias_mc_se,bias_lo,bias_hi,bias_pct,bias_dir,ref_pct,ref_lo,ref_hi,ref_class,ref_minus_5_pp,al_pct,auclast_minus_ref_pp,auclast_minus_ref_lo,auclast_minus_ref_hi,p2_pct,p2_minus_auclast_pp,p2_minus_auclast_lo,p2_minus_auclast_hi,n_auclast_pass_cmax_fail,cmax_pass_pct,cmax_bias_log,cmax_bias_mc_se,cmax_bias_pct,cmax_bias_dir,bias_pct_Cmax,bias_pct_AUClast,bias_pct_AUCinf_A,bias_pct_AUCinf_B,bias_pct_AUCinf_C,bias_pct_AUCinf_true,bias_mc_se_pct_Cmax,bias_mc_se_pct_AUClast,bias_mc_se_pct_AUCinf_A,bias_mc_se_pct_AUCinf_B,bias_mc_se_pct_AUCinf_C,bias_mc_se_pct_AUCinf_true,cause_primary,auclast_bias_consistent,cmax_dominant,cause_ko,cause_en,bias41_status,bias41_n_trials,bias41_check
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,AUCinf_true_only,AUCinf_true,20000,917,4.585,4.30374275289545,4.88369988208054,conservative,-0.414999999999999,10000,4.6,4.20655912573404,5.0283079263234,nominal,0.0524419851760609,232,1,4.9999999968765,3.1235205621471e-11,4.95087674902712,0.050911738025704,0.970820190249864,0.00737340966541143,4.3998482340408,4.43087628557639,0.000169226573658643,0.000360000351999683,-0.000536361150682478,0.000874814297999764,0.0169240893282963,none,4.585,4.30374275289545,4.88369988208054,conservative,-0.414999999999999,5.195,0.61,0.462263964337034,0.757736035662966,5.18,-0.015,-0.031972937258185,0.00197293725818501,3,65.295,-0.0175948010883707,0.000306303402866389,-1.74409164208285,away_from_1,-1.74409164208285,0.412047245024261,-3.25351488687989,-0.471758369489428,0.313022492219872,0.0169240893282963,0.0306303402866389,0.037089870373567,0.0370773718775964,0.0360564133585187,0.0367780163676576,0.0360000351999683,,,,"편향 없는 기준: 편향 +0.02% [-0.05, +0.09](0 포함), 시험 간 SD / 시험 안 SE 0.971, 정규 근사 4.43%(관측 4.59%)","unbiased reference: bias +0.02% (95% CI -0.05 to +0.09, includes 0), between-trial SD / within-trial SE 0.971, normal approximation 4.43% (observed 4.59%)",equal,20000,"equal (20,000 trials)"
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,P2,AUClast,10000,276,2.76,2.4566008678009,3.09967929826063,conservative,-2.24,10000,2.76,2.4566008678009,3.09967929826063,conservative,0.0567318959245603,232,1,4.99999988216654,1.17833479230444e-09,5.02033896788614,0.0550953985602492,0.97115383969386,-0.102418129079102,4.47110911019907,2.60304739946361,-0.0134529646363637,0.000550953985602492,-0.0145328146052834,-0.012373114667444,-1.33628779378182,away_from_1,4.75,4.3501982834795,5.18455356906673,nominal,-0.249999999999999,2.76,-1.99,-2.26652848813998,-1.71347151186002,2.76,0,0,0,0,96.75,-0.00453460468782155,0.000442020946728634,-0.452433889095627,away_from_1,-0.452433889095627,-1.33628779378182,5.52465133217779,2.64213136768809,-0.996583007955332,0.0195178932309803,0.0442020946728634,0.0550953985602492,0.0561743658030178,0.051625643140945,0.0550228299657604,0.0529159022480185,last,TRUE,FALSE,AUClast 편향이 1에서 멀어지는 방향(편향 -1.34%; AUClast 단독 − AUCinf_true -1.99%p) → P2 2.76%: 보수적,AUClast bias away from 1 (bias -1.34%; AUClast only minus AUCinf_true -1.99 points); hence P2 2.76%: conservative,equal,10000,"equal (10,000 trials)"
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,AUClast_only,AUClast,10000,276,2.76,2.4566008678009,3.09967929826063,conservative,-2.24,10000,2.76,2.4566008678009,3.09967929826063,conservative,0.0567318959245603,232,1,4.99999988216654,1.17833479230444e-09,5.02033896788614,0.0550953985602492,0.97115383969386,-0.102418129079102,4.47110911019907,2.60304739946361,-0.0134529646363637,0.000550953985602492,-0.0145328146052834,-0.012373114667444,-1.33628779378182,away_from_1,4.75,4.3501982834795,5.18455356906673,nominal,-0.249999999999999,2.76,-1.99,-2.26652848813998,-1.71347151186002,2.76,0,0,0,0,96.75,-0.00453460468782155,0.000442020946728634,-0.452433889095627,away_from_1,-0.452433889095627,-1.33628779378182,5.52465133217779,2.64213136768809,-0.996583007955332,0.0195178932309803,0.0442020946728634,0.0550953985602492,0.0561743658030178,0.051625643140945,0.0550228299657604,0.0529159022480185,last,TRUE,FALSE,AUClast 편향이 1에서 멀어지는 방향(편향 -1.34%; AUClast 단독 − AUCinf_true -1.99%p) → AUClast 단독 2.76%: 보수적,AUClast bias away from 1 (bias -1.34%; AUClast only minus AUCinf_true -1.99 points); hence AUClast only 2.76%: conservative,equal,10000,"equal (10,000 trials)"
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,AUCinf_true_only,AUCinf_true,10000,475,4.75,4.3501982834795,5.18455356906673,nominal,-0.249999999999999,10000,4.75,4.3501982834795,5.18455356906673,nominal,0.0545522323335991,232,1,4.99999997940585,2.05941681013342e-10,5.02115310229202,0.0529159022480185,0.970004342341593,-0.10361059883982,4.45293179677894,4.48770434572924,0.000195159887379975,0.000529159022480185,-0.000841972738775609,0.00123229251353556,0.0195178932309803,none,4.75,4.3501982834795,5.18455356906673,nominal,-0.249999999999999,2.76,-1.99,-2.26652848813998,-1.71347151186002,2.76,0,0,0,0,96.75,-0.00453460468782155,0.000442020946728634,-0.452433889095627,away_from_1,-0.452433889095627,-1.33628779378182,5.52465133217779,2.64213136768809,-0.996583007955332,0.0195178932309803,0.0442020946728634,0.0550953985602492,0.0561743658030178,0.051625643140945,0.0550228299657604,0.0529159022480185,,,,"편향 없는 기준: 편향 +0.02% [-0.08, +0.12](0 포함), 시험 간 SD / 시험 안 SE 0.970, 정규 근사 4.49%(관측 4.75%)","unbiased reference: bias +0.02% (95% CI -0.08 to +0.12, includes 0), between-trial SD / within-trial SE 0.970, normal approximation 4.49% (observed 4.75%)",equal,10000,"equal (10,000 trials)"
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,P2,AUClast,10000,0,0,0,0.0383998370676596,conservative,-5,10000,0,0,0.0383998370676596,conservative,0.0631860852297964,232,0.9943,4.99999222831405,7.77168597050969e-08,5.11622951651157,0.0630542303532505,0.997913229217061,-0.369061684725286,5.01293190849138,4.62868512472817,-0.00241963815900559,0.000630542303532505,-0.00365547836465822,-0.00118379795335296,-0.241671319418979,away_from_1,5.43,5.00272547543268,5.89150413932943,exceeding,0.430000000000001,5.07,-0.36,-0.572800275313712,-0.147199724686288,0,-5.07,-5.50000700148639,-4.63999299851361,507,0,0.00671441480936152,0.000524601375130943,0.673700702868296,toward_1,0.673700702868296,-0.241671319418979,8.22471733134076,3.89073598543395,-0.8860292581787,0.0333832365552844,0.0524601375130943,0.0630542303532505,0.0613576596021452,0.0574824234685956,0.062992742367375,0.0609649067886947,cmax,TRUE,TRUE,"Cmax 불통과가 대부분(Cmax 통과 0.00%; P2 − AUClast 단독 -5.07%p) + 편향 없는 기준도 5% 위(AUCinf_true 5.43%, +0.43%p) + AUClast 편향이 1에서 멀어지는 방향(편향 -0.24%; AUClast 단독 − AUCinf_true -0.36%p) → P2 0.00%: 보수적","Cmax failures dominate (Cmax pass 0.00%; P2 minus AUClast only -5.07 points) + the unbiased reference is itself above 5% (AUCinf_true 5.43%, +0.43 points) + AUClast bias away from 1 (bias -0.24%; AUClast only minus AUCinf_true -0.36 points); hence P2 0.00%: conservative",equal,10000,"equal (10,000 trials)"
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,AUClast_only,AUClast,10000,507,5.07,4.65700404698355,5.51750204660545,nominal,0.0700000000000012,10000,5.07,4.65700404698355,5.51750204660545,nominal,0.0631860852297964,232,0.9943,4.99999222831405,7.77168597050969e-08,5.11622951651157,0.0630542303532505,0.997913229217061,-0.369061684725286,5.01293190849138,4.62868512472817,-0.00241963815900559,0.000630542303532505,-0.00365547836465822,-0.00118379795335296,-0.241671319418979,away_from_1,5.43,5.00272547543268,5.89150413932943,exceeding,0.430000000000001,5.07,-0.36,-0.572800275313712,-0.147199724686288,0,-5.07,-5.50000700148639,-4.63999299851361,507,0,0.00671441480936152,0.000524601375130943,0.673700702868296,toward_1,0.673700702868296,-0.241671319418979,8.22471733134076,3.89073598543395,-0.8860292581787,0.0333832365552844,0.0524601375130943,0.0630542303532505,0.0613576596021452,0.0574824234685956,0.062992742367375,0.0609649067886947,ref,TRUE,FALSE,"편향 없는 기준도 5% 위(AUCinf_true 5.43%, +0.43%p) + AUClast 편향이 1에서 멀어지는 방향(편향 -0.24%; AUClast 단독 − AUCinf_true -0.36%p) → AUClast 단독 5.07%: 점추정 5% 초과, Wilson 구간 5% 포함(명목)","the unbiased reference is itself above 5% (AUCinf_true 5.43%, +0.43 points) + AUClast bias away from 1 (bias -0.24%; AUClast only minus AUCinf_true -0.36 points); hence AUClast only 5.07%: point estimate above 5% with the Wilson interval including 5% (nominal)",equal,10000,"equal (10,000 trials)"
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,AUCinf_true_only,AUCinf_true,10000,543,5.43,5.00272547543268,5.89150413932943,exceeding,0.430000000000001,10000,5.43,5.00272547543268,5.89150413932943,exceeding,0.0613752606311965,232,1,4.99999727333171,2.72666830688782e-08,5.11969693036452,0.0609649067886947,0.993314018738467,-0.362221666197821,4.93819479311104,4.99435602963417,0.00033377665592671,0.000609649067886947,-0.00086111356034012,0.00152866687219354,0.0333832365552844,none,5.43,5.00272547543268,5.89150413932943,exceeding,0.430000000000001,5.07,-0.36,-0.572800275313712,-0.147199724686288,0,-5.07,-5.50000700148639,-4.63999299851361,507,0,0.00671441480936152,0.000524601375130943,0.673700702868296,toward_1,0.673700702868296,-0.241671319418979,8.22471733134076,3.89073598543395,-0.8860292581787,0.0333832365552844,0.0524601375130943,0.0630542303532505,0.0613576596021452,0.0574824234685956,0.062992742367375,0.0609649067886947,,,,"편향 없는 기준: 편향 +0.03% [-0.09, +0.15](0 포함), 시험 간 SD / 시험 안 SE 0.993, 정규 근사 4.99%(관측 5.43%)","unbiased reference: bias +0.03% (95% CI -0.09 to +0.15, includes 0), between-trial SD / within-trial SE 0.993, normal approximation 4.99% (observed 5.43%)",equal,10000,"equal (10,000 trials)"
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,P2,AUClast,10000,377,3.77,3.41408822781961,4.16141626153315,conservative,-1.23,10000,3.77,3.41408822781961,4.16141626153315,conservative,0.0531870752537915,232,1,4.99999999377373,6.22629190263915e-11,5.0486549869828,0.0514989693920602,0.968260975929281,0.00881798943307434,4.45015203075046,3.53452177367965,-0.00549909546025673,0.000514989693920602,-0.00650845671275042,-0.00448973420776305,-0.548400311224329,away_from_1,4.67,4.27357618765806,5.10123710462747,nominal,-0.329999999999999,3.77,-0.9,-1.12105293750712,-0.67894706249288,3.77,0,0,0,0,95.96,-0.00669972518352645,0.000426516507853154,-0.667733206192089,away_from_1,-0.667733206192089,-0.548400311224329,0.588240422520614,0.01642478329833,-0.265972343251519,-0.00672538132711065,0.0426516507853155,0.0514989693920602,0.05185761862042,0.0490765487199746,0.0510649627782251,0.0495793327720407,last,TRUE,FALSE,AUClast 편향이 1에서 멀어지는 방향(편향 -0.55%; AUClast 단독 − AUCinf_true -0.90%p) → P2 3.77%: 보수적,AUClast bias away from 1 (bias -0.55%; AUClast only minus AUCinf_true -0.90 points); hence P2 3.77%: conservative,equal,10000,"equal (10,000 trials)"
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,AUClast_only,AUClast,10000,377,3.77,3.41408822781961,4.16141626153315,conservative,-1.23,10000,3.77,3.41408822781961,4.16141626153315,conservative,0.0531870752537915,232,1,4.99999999377373,6.22629190263915e-11,5.0486549869828,0.0514989693920602,0.968260975929281,0.00881798943307434,4.45015203075046,3.53452177367965,-0.00549909546025673,0.000514989693920602,-0.00650845671275042,-0.00448973420776305,-0.548400311224329,away_from_1,4.67,4.27357618765806,5.10123710462747,nominal,-0.329999999999999,3.77,-0.9,-1.12105293750712,-0.67894706249288,3.77,0,0,0,0,95.96,-0.00669972518352645,0.000426516507853154,-0.667733206192089,away_from_1,-0.667733206192089,-0.548400311224329,0.588240422520614,0.01642478329833,-0.265972343251519,-0.00672538132711065,0.0426516507853155,0.0514989693920602,0.05185761862042,0.0490765487199746,0.0510649627782251,0.0495793327720407,last,TRUE,FALSE,AUClast 편향이 1에서 멀어지는 방향(편향 -0.55%; AUClast 단독 − AUCinf_true -0.90%p) → AUClast 단독 3.77%: 보수적,AUClast bias away from 1 (bias -0.55%; AUClast only minus AUCinf_true -0.90 points); hence AUClast only 3.77%: conservative,equal,10000,"equal (10,000 trials)"
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,AUCinf_true_only,AUCinf_true,10000,467,4.67,4.27357618765806,5.10123710462747,nominal,-0.329999999999999,10000,4.67,4.27357618765806,5.10123710462747,nominal,0.0512794597673334,232,1,4.99999999899325,1.00676929093392e-11,5.05047227530764,0.0495793327720407,0.96684584816208,0.00532852699252794,4.42852610865409,4.41584735570417,-6.72560749102324e-05,0.000495793327720407,-0.00103899314101749,0.000904480991197029,-0.00672538132711065,none,4.67,4.27357618765806,5.10123710462747,nominal,-0.329999999999999,3.77,-0.9,-1.12105293750712,-0.67894706249288,3.77,0,0,0,0,95.96,-0.00669972518352645,0.000426516507853154,-0.667733206192089,away_from_1,-0.667733206192089,-0.548400311224329,0.588240422520614,0.01642478329833,-0.265972343251519,-0.00672538132711065,0.0426516507853155,0.0514989693920602,0.05185761862042,0.0490765487199746,0.0510649627782251,0.0495793327720407,,,,"편향 없는 기준: 편향 -0.01% [-0.10, +0.09](0 포함), 시험 간 SD / 시험 안 SE 0.967, 정규 근사 4.42%(관측 4.67%)","unbiased reference: bias -0.01% (95% CI -0.10 to +0.09, includes 0), between-trial SD / within-trial SE 0.967, normal approximation 4.42% (observed 4.67%)",equal,10000,"equal (10,000 trials)"
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,P2,AUClast,10000,341,3.41,3.07180293534988,3.78397803282977,conservative,-1.59,10000,3.41,3.07180293534988,3.78397803282977,conservative,0.0526834211396067,232,1,4.99999999608248,3.91752577268213e-11,4.94252665156281,0.0509554331479785,0.967200535685617,0.0210174714472278,4.3328945608535,3.65876233294842,0.00399689271764969,0.000509554331479785,0.00299818457978293,0.00499560085551646,0.400489094581769,away_from_1,4.32,3.93875707746552,4.73632501367949,conservative,-0.679999999999999,3.43,-0.89,-1.1136600790955,-0.666339920904503,3.41,-0.02,-0.0477166904099087,0.0077166904099087,2,39.33,0.00209298468898697,0.000413507576212276,0.209517651032387,away_from_1,0.209517651032387,0.400489094581769,-1.88481117378629,-0.501353203531374,0.136708673933006,-0.00265231045070147,0.0413507576212276,0.0509554331479785,0.0513319176073328,0.0492125527896252,0.0504245538953934,0.0493348000209546,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.40%; AUClast 단독 − AUCinf_true -0.89%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.32%, -0.68%p) → P2 3.41%: 보수적","AUClast bias away from 1 (bias +0.40%; AUClast only minus AUCinf_true -0.89 points) + the unbiased reference is itself below 5% (AUCinf_true 4.32%, -0.68 points); hence P2 3.41%: conservative",equal,10000,"equal (10,000 trials)"
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,AUClast_only,AUClast,10000,343,3.43,3.09079243265577,3.80497317558904,conservative,-1.57,10000,3.43,3.09079243265577,3.80497317558904,conservative,0.0526834211396067,232,1,4.99999999608248,3.91752577268213e-11,4.94252665156281,0.0509554331479785,0.967200535685617,0.0210174714472278,4.3328945608535,3.65876233294842,0.00399689271764969,0.000509554331479785,0.00299818457978293,0.00499560085551646,0.400489094581769,away_from_1,4.32,3.93875707746552,4.73632501367949,conservative,-0.679999999999999,3.43,-0.89,-1.1136600790955,-0.666339920904503,3.41,-0.02,-0.0477166904099087,0.0077166904099087,2,39.33,0.00209298468898697,0.000413507576212276,0.209517651032387,away_from_1,0.209517651032387,0.400489094581769,-1.88481117378629,-0.501353203531374,0.136708673933006,-0.00265231045070147,0.0413507576212276,0.0509554331479785,0.0513319176073328,0.0492125527896252,0.0504245538953934,0.0493348000209546,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.40%; AUClast 단독 − AUCinf_true -0.89%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.32%, -0.68%p) → AUClast 단독 3.43%: 보수적","AUClast bias away from 1 (bias +0.40%; AUClast only minus AUCinf_true -0.89 points) + the unbiased reference is itself below 5% (AUCinf_true 4.32%, -0.68 points); hence AUClast only 3.43%: conservative",equal,10000,"equal (10,000 trials)"
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,AUCinf_true_only,AUCinf_true,10000,432,4.32,3.93875707746552,4.73632501367949,conservative,-0.679999999999999,10000,4.32,3.93875707746552,4.73632501367949,conservative,0.0510722604092867,232,1,4.99999999918337,8.16648613637918e-12,4.94072223335409,0.0493348000209546,0.965980350695106,0.0206260690790082,4.31134334268661,4.31626857831109,-2.65234562507322e-05,0.000493348000209546,-0.000993467768506301,0.000940420856004836,-0.00265231045070147,none,4.32,3.93875707746552,4.73632501367949,conservative,-0.679999999999999,3.43,-0.89,-1.1136600790955,-0.666339920904503,3.41,-0.02,-0.0477166904099087,0.0077166904099087,2,39.33,0.00209298468898697,0.000413507576212276,0.209517651032387,away_from_1,0.209517651032387,0.400489094581769,-1.88481117378629,-0.501353203531374,0.136708673933006,-0.00265231045070147,0.0413507576212276,0.0509554331479785,0.0513319176073328,0.0492125527896252,0.0504245538953934,0.0493348000209546,,,,"편향 없는 기준: 편향 +0.00% [-0.10, +0.09](0 포함), 시험 간 SD / 시험 안 SE 0.966, 정규 근사 4.32%(관측 4.32%)","unbiased reference: bias +0.00% (95% CI -0.10 to +0.09, includes 0), between-trial SD / within-trial SE 0.966, normal approximation 4.32% (observed 4.32%)",equal,10000,"equal (10,000 trials)"
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,P2,AUClast,10000,272,2.72,2.4188809476051,3.05742993832608,conservative,-2.28,10000,2.72,2.4188809476051,3.05742993832608,conservative,0.0511084502870378,232,1,4.99999999915283,8.47196575971967e-12,4.85368405373222,0.0494263127544683,0.96708690005034,0.0458884261586575,4.24764590120498,3.07192542608709,0.00729939410721087,0.000494263127544683,0.00633065617833716,0.00826813203608457,0.732609962286057,away_from_1,4.24,3.86232411269903,4.65281941818529,conservative,-0.759999999999999,2.72,-1.52,-1.76613384300425,-1.27386615699575,2.72,0,0,0,0,98.98,0.00479478662224804,0.000403790620713312,0.480630000567528,away_from_1,0.480630000567528,0.732609962286057,-5.4362909259342,-0.674530933028872,0.118212698028253,-0.0128896955884028,0.0403790620713312,0.0494263127544683,0.0503068883108344,0.0486871779181812,0.0491531369315558,0.0482412773791927,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.73%; AUClast 단독 − AUCinf_true -1.52%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.24%, -0.76%p) → P2 2.72%: 보수적","AUClast bias away from 1 (bias +0.73%; AUClast only minus AUCinf_true -1.52 points) + the unbiased reference is itself below 5% (AUCinf_true 4.24%, -0.76 points); hence P2 2.72%: conservative",equal,10000,"equal (10,000 trials)"
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,AUClast_only,AUClast,10000,272,2.72,2.4188809476051,3.05742993832608,conservative,-2.28,10000,2.72,2.4188809476051,3.05742993832608,conservative,0.0511084502870378,232,1,4.99999999915283,8.47196575971967e-12,4.85368405373222,0.0494263127544683,0.96708690005034,0.0458884261586575,4.24764590120498,3.07192542608709,0.00729939410721087,0.000494263127544683,0.00633065617833716,0.00826813203608457,0.732609962286057,away_from_1,4.24,3.86232411269903,4.65281941818529,conservative,-0.759999999999999,2.72,-1.52,-1.76613384300425,-1.27386615699575,2.72,0,0,0,0,98.98,0.00479478662224804,0.000403790620713312,0.480630000567528,away_from_1,0.480630000567528,0.732609962286057,-5.4362909259342,-0.674530933028872,0.118212698028253,-0.0128896955884028,0.0403790620713312,0.0494263127544683,0.0503068883108344,0.0486871779181812,0.0491531369315558,0.0482412773791927,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.73%; AUClast 단독 − AUCinf_true -1.52%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.24%, -0.76%p) → AUClast 단독 2.72%: 보수적","AUClast bias away from 1 (bias +0.73%; AUClast only minus AUCinf_true -1.52 points) + the unbiased reference is itself below 5% (AUCinf_true 4.24%, -0.76 points); hence AUClast only 2.72%: conservative",equal,10000,"equal (10,000 trials)"
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,AUCinf_true_only,AUCinf_true,10000,424,4.24,3.86232411269903,4.65281941818529,conservative,-0.759999999999999,10000,4.24,3.86232411269903,4.65281941818529,conservative,0.0499440601002356,232,1,4.99999999974949,2.50523531761109e-12,4.85031440881423,0.0482412773791927,0.965906201505736,0.0516542990581409,4.22547544110419,4.24960444044169,-0.000128905263810541,0.000482412773791927,-0.00107441692612479,0.000816606398503704,-0.0128896955884028,none,4.24,3.86232411269903,4.65281941818529,conservative,-0.759999999999999,2.72,-1.52,-1.76613384300425,-1.27386615699575,2.72,0,0,0,0,98.98,0.00479478662224804,0.000403790620713312,0.480630000567528,away_from_1,0.480630000567528,0.732609962286057,-5.4362909259342,-0.674530933028872,0.118212698028253,-0.0128896955884028,0.0403790620713312,0.0494263127544683,0.0503068883108344,0.0486871779181812,0.0491531369315558,0.0482412773791927,,,,"편향 없는 기준: 편향 -0.01% [-0.11, +0.08](0 포함), 시험 간 SD / 시험 안 SE 0.966, 정규 근사 4.25%(관측 4.24%)","unbiased reference: bias -0.01% (95% CI -0.11 to +0.08, includes 0), between-trial SD / within-trial SE 0.966, normal approximation 4.25% (observed 4.24%)",equal,10000,"equal (10,000 trials)"
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,P2,AUClast,10000,368,3.68,3.32842585465914,4.06714775440034,conservative,-1.32,10000,3.68,3.32842585465914,4.06714775440034,conservative,0.0542602171343724,232,1,4.99999998394206,1.60579502481862e-10,5.06435133195595,0.052502389690953,0.967603752136372,-0.0275397101532617,4.45408966682813,3.87623923974768,0.00341111826343513,0.00052502389690953,0.00238209033446958,0.00444014619240067,0.341694274812432,away_from_1,4.42,4.03435047015169,4.84065482131919,conservative,-0.579999999999999,3.68,-0.74,-0.943178554800915,-0.536821445199085,3.68,0,0,0,0,97.56,0.00682693534233281,0.000414363719144623,0.685029198659826,away_from_1,0.685029198659826,0.341694274812432,-2.13692263105985,0.296979316951762,0.113459067216715,0.0156817703319989,0.0414363719144623,0.052502389690953,0.0532144639361945,0.0510463410520409,0.0521441987082659,0.0510351727335344,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.34%; AUClast 단독 − AUCinf_true -0.74%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.42%, -0.58%p) → P2 3.68%: 보수적","AUClast bias away from 1 (bias +0.34%; AUClast only minus AUCinf_true -0.74 points) + the unbiased reference is itself below 5% (AUCinf_true 4.42%, -0.58 points); hence P2 3.68%: conservative",equal,10000,"equal (10,000 trials)"
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,AUClast_only,AUClast,10000,368,3.68,3.32842585465914,4.06714775440034,conservative,-1.32,10000,3.68,3.32842585465914,4.06714775440034,conservative,0.0542602171343724,232,1,4.99999998394206,1.60579502481862e-10,5.06435133195595,0.052502389690953,0.967603752136372,-0.0275397101532617,4.45408966682813,3.87623923974768,0.00341111826343513,0.00052502389690953,0.00238209033446958,0.00444014619240067,0.341694274812432,away_from_1,4.42,4.03435047015169,4.84065482131919,conservative,-0.579999999999999,3.68,-0.74,-0.943178554800915,-0.536821445199085,3.68,0,0,0,0,97.56,0.00682693534233281,0.000414363719144623,0.685029198659826,away_from_1,0.685029198659826,0.341694274812432,-2.13692263105985,0.296979316951762,0.113459067216715,0.0156817703319989,0.0414363719144623,0.052502389690953,0.0532144639361945,0.0510463410520409,0.0521441987082659,0.0510351727335344,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.34%; AUClast 단독 − AUCinf_true -0.74%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.42%, -0.58%p) → AUClast 단독 3.68%: 보수적","AUClast bias away from 1 (bias +0.34%; AUClast only minus AUCinf_true -0.74 points) + the unbiased reference is itself below 5% (AUCinf_true 4.42%, -0.58 points); hence AUClast only 3.68%: conservative",equal,10000,"equal (10,000 trials)"
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,AUCinf_true_only,AUCinf_true,10000,442,4.42,4.03435047015169,4.84065482131919,conservative,-0.579999999999999,10000,4.42,4.03435047015169,4.84065482131919,conservative,0.0528177394663214,232,1,4.99999999556192,4.43809459942147e-11,5.06611808041431,0.0510351727335344,0.966250605368608,-0.0174088170666498,4.43341040398938,4.40470996030494,0.000156805408709271,0.000510351727335344,-0.00084346559631581,0.00115707641373435,0.0156817703319989,none,4.42,4.03435047015169,4.84065482131919,conservative,-0.579999999999999,3.68,-0.74,-0.943178554800915,-0.536821445199085,3.68,0,0,0,0,97.56,0.00682693534233281,0.000414363719144623,0.685029198659826,away_from_1,0.685029198659826,0.341694274812432,-2.13692263105985,0.296979316951762,0.113459067216715,0.0156817703319989,0.0414363719144623,0.052502389690953,0.0532144639361945,0.0510463410520409,0.0521441987082659,0.0510351727335344,,,,"편향 없는 기준: 편향 +0.02% [-0.08, +0.12](0 포함), 시험 간 SD / 시험 안 SE 0.966, 정규 근사 4.40%(관측 4.42%)","unbiased reference: bias +0.02% (95% CI -0.08 to +0.12, includes 0), between-trial SD / within-trial SE 0.966, normal approximation 4.40% (observed 4.42%)",equal,10000,"equal (10,000 trials)"
