model,scenario,mechanism,direction,target,multiplier,endpoint,truth_metric,true_ratio,truth_se_log,n_trials,mean_log_gmr,bias_log,bias_mc_se,bias_lo,bias_hi,bias_pct,toward_one,bias_toward_one_log,note
k2016,ke_down_125,ke,down,1.25,0.632567348266282,AUClast,AUC0-inf,1.24933521039854,9.9475484004347e-05,10000,0.227576241790731,0.00496466363031931,0.000484610563039692,0.00401484438023383,0.00591448288040478,0.497700799288192,FALSE,-0.00496466363031931,""
k2016,ke_down_125,ke,down,1.25,0.632567348266282,AUCinf_A,AUC0-inf,1.24933521039854,9.9475484004347e-05,10000,0.211984825861097,-0.0106267522993144,0.000504930527142695,-0.0116163979472089,-0.00963710665141992,-1.05704878462708,TRUE,0.0106267522993144,""
k2016,ke_down_125,ke,down,1.25,0.632567348266282,AUCinf_B,AUC0-inf,1.24933521039854,9.9475484004347e-05,10000,0.223634059009097,0.00102248084868575,0.000467850116782907,0.000105511469628397,0.00193945022774311,0.102300376043596,FALSE,-0.00102248084868575,""
k2016,ke_down_125,ke,down,1.25,0.632567348266282,AUCinf_C,AUC0-inf,1.24933521039854,9.9475484004347e-05,10000,0.226199885246126,0.00358830708571437,0.000483096574409788,0.00264145519881651,0.00453515897261222,0.359475276697374,FALSE,-0.00358830708571437,""
k2016,ke_down_125,ke,down,1.25,0.632567348266282,AUCinf_Ai,AUC0-inf,1.24933521039854,9.9475484004347e-05,10000,0.221509301677548,-0.00110227648286285,0.00049530222351913,-0.00207305100242295,-0.000131501963302744,-0.110166919929244,TRUE,0.00110227648286285,""
k2016,ke_down_125,ke,down,1.25,0.632567348266282,AUCinf_Ci,AUC0-inf,1.24933521039854,9.9475484004347e-05,10000,0.226946767117558,0.00433518895714627,0.000480997482485558,0.00339245121482014,0.0052779266994724,0.434459948268118,FALSE,-0.00433518895714627,""
k2016,ke_down_125,ke,down,1.25,0.632567348266282,AUCinf_true,AUC0-inf,1.24933521039854,9.9475484004347e-05,10000,0.222780236520701,0.000168658360290008,0.000457571393238289,-0.000728165090812853,0.00106548181139287,0.0168672583910956,FALSE,-0.000168658360290008,reference: individual model AUC0-inf of trial subjects (no NCA)
k2020,F_down_080,F,down,0.8,0.871335777735966,Cmax,Cmax,0.852142118063974,3.31856773065781e-05,10000,-0.161397071686813,-0.00139511086295102,0.00042757369869006,-0.00223313991312012,-0.000557081812781924,-0.1394138148192,FALSE,-0.00139511086295102,""
k2020,F_down_080,F,down,0.8,0.871335777735966,AUClast,AUC0-inf,0.799619025640266,5.66415335655385e-05,10000,-0.228251488656164,-0.0046316059645066,0.000529982269783266,-0.00567035212572659,-0.0035928598032866,-0.462089661780563,FALSE,-0.0046316059645066,""
k2020,F_down_080,F,down,0.8,0.871335777735966,AUCinf_A,AUC0-inf,0.799619025640266,5.66415335655385e-05,10000,-0.203013607808568,0.0206062748830891,0.00053843824702891,0.0195509553110136,0.0216615944551647,2.08200500101177,TRUE,0.0206062748830891,""
k2020,F_down_080,F,down,0.8,0.871335777735966,AUCinf_B,AUC0-inf,0.799619025640266,5.66415335655385e-05,10000,-0.21527031374668,0.00834956894497752,0.000503455155394329,0.00736281497257361,0.00933632291738141,0.838452381406185,TRUE,0.00834956894497752,""
k2020,F_down_080,F,down,0.8,0.871335777735966,AUCinf_C,AUC0-inf,0.799619025640266,5.66415335655385e-05,10000,-0.226094832877897,-0.00247495018623933,0.000526496827670147,-0.00350686500644741,-0.00144303536603125,-0.247189002213233,FALSE,-0.00247495018623933,""
k2020,F_down_080,F,down,0.8,0.871335777735966,AUCinf_Ai,AUC0-inf,0.799619025640266,5.66415335655385e-05,10000,-0.210125912336474,0.0134939703551838,0.000522285198360739,0.0124703101767384,0.0145176305336292,1.35854248716778,TRUE,0.0134939703551838,""
k2020,F_down_080,F,down,0.8,0.871335777735966,AUCinf_Ci,AUC0-inf,0.799619025640266,5.66415335655385e-05,10000,-0.223415328236541,0.000204554455116274,0.000520382225379666,-0.000815375964822677,0.00122448487505522,0.0204575377805494,TRUE,0.000204554455116274,""
k2020,F_down_080,F,down,0.8,0.871335777735966,AUCinf_true,AUC0-inf,0.799619025640266,5.66415335655385e-05,10000,-0.223526627244566,9.32554470913505e-05,0.000510607991124508,-0.000907517825731032,0.00109402871991373,0.00932597955156655,TRUE,9.32554470913505e-05,reference: individual model AUC0-inf of trial subjects (no NCA)
