model,config,ratio,pass_pct
k2016,F3B,0.617194063420262,2.22044604925031e-14
k2016,F3B,0.622052772286959,2.22044604925031e-14
k2016,F3B,0.626949730147369,2.22044604925031e-14
k2016,F3B,0.631885238107312,2.22044604925031e-14
k2016,F3B,0.63685959964299,2.22044604925031e-14
k2016,F3B,0.641873120619648,2.22044604925031e-14
k2016,F3B,0.64692610931038,2.22044604925031e-14
k2016,F3B,0.652018876415082,2.22044604925031e-14
k2016,F3B,0.657151735079561,1.07205143157834e-11
k2016,F3B,0.662325000914787,5.40839250282933e-11
k2016,F3B,0.667538992016299,2.60983129573343e-10
k2016,F3B,0.672794028983768,1.2037516455006e-09
k2016,F3B,0.678090434940703,5.30310412617373e-09
k2016,F3B,0.683428535554327,2.22987640366106e-08
k2016,F3B,0.688808659055597,8.94287953568828e-08
k2016,F3B,0.694231136259387,3.41828677938282e-07
k2016,F3B,0.699696300584832,1.24440775491867e-06
k2016,F3B,0.705204488075824,4.31150197906362e-06
k2016,F3B,0.710756037421683,1.42067485169963e-05
k2016,F3B,0.716351289977973,4.4488681417968e-05
k2016,F3B,0.721990589787497,0.000132306605524205
k2016,F3B,0.727674283601454,0.000373403884540096
k2016,F3B,0.733402720900751,0.00099937623169932
k2016,F3B,0.739176253917503,0.00253465222381923
k2016,F3B,0.744995237656683,0.00608738375416777
k2016,F3B,0.750860029917954,0.013838258033072
k2016,F3B,0.756770991317669,0.0298234947970961
k2016,F3B,0.762728485311046,0.0610782516911757
k2016,F3B,0.768732878214514,0.119143796552237
k2016,F3B,0.774784539228238,0.221866246383971
k2016,F3B,0.780883840458821,0.395264698509079
k2016,F3B,0.787031156942185,0.675087372102
k2016,F3B,0.793226866666629,1.10753225900785
k2016,F3B,0.799471350596071,1.74854664555814
k2016,F3B,0.805764992693478,2.66120915245427
k2016,F3B,0.812108179944468,3.91099617035141
k2016,F3B,0.818501302381108,5.55924322377056
k2016,F3B,0.824944753105899,7.65573031628945
k2016,F3B,0.831438928315944,10.2318341049635
k2016,F3B,0.83798422732731,13.2958352827005
k2016,F3B,0.844581052599583,16.8315765023929
k2016,F3B,0.851229809760611,20.8007974660154
k2016,F3B,0.857930907631451,25.1484438027472
k2016,F3B,0.864684758251502,29.8094686303431
k2016,F3B,0.87149177690384,34.715404201371
k2016,F3B,0.878352382140758,39.7897283679764
k2016,F3B,0.8852669958095,44.9085636799099
k2016,F3B,0.892236043078195,49.9349374817443
k2016,F3B,0.899259952462007,54.7461760222085
k2016,F3B,0.906339155849479,59.2441451515662
k2016,F3B,0.913474088529092,63.3602620337954
k2016,F3B,0.920665189216028,67.0554304095519
k2016,F3B,0.927912900079146,70.3162073157712
k2016,F3B,0.935217666768173,73.1489347343846
k2016,F3B,0.9425799384411,75.5733818675763
k2016,F3B,0.950000167791809,77.6169464097006
k2016,F3B,0.957478811077901,79.3099329031816
k2016,F3B,0.965016328148753,80.6820179747406
k2016,F3B,0.972613182473793,81.759766066238
k2016,F3B,0.980269841171001,82.5649489718264
k2016,F3B,0.987986775035626,83.1134006652413
k2016,F3B,0.995764458569137,83.4165632361544
k2016,F3B,1.0036033700084,83.4873531306414
k2016,F3B,1.01150399135509,83.333011145489
k2016,F3B,1.01946680840531,82.9534477604069
k2016,F3B,1.02749231077948,82.3416757162102
k2016,F3B,1.03558099195243,81.4841417199781
k2016,F3B,1.04373334928377,80.3610497797731
k2016,F3B,1.05194988404843,78.9468150473026
k2016,F3B,1.0602311014675,77.2108423084402
k2016,F3B,1.06857751073933,75.1188851915184
k2016,F3B,1.07698962507078,72.6352978311962
k2016,F3B,1.08546796170881,69.72651053445
k2016,F3B,1.09401304197229,66.3659936212688
k2016,F3B,1.10262539128404,62.540748902445
k2016,F3B,1.11130553920314,58.2589203788323
k2016,F3B,1.12005401945749,53.5573037269375
k2016,F3B,1.12887136997664,48.5031070176394
k2016,F3B,1.13775813292487,43.1953041876223
k2016,F3B,1.14671485473448,37.7663394662521
k2016,F3B,1.15574208613945,32.3727187038631
k2016,F3B,1.16484038220928,27.178796262288
k2016,F3B,1.17401030238312,22.3370476226208
k2016,F3B,1.18325241050414,17.9695715337891
k2016,F3B,1.19256727485425,14.1554776018399
k2016,F3B,1.20195546818903,10.9268110391506
k2016,F3B,1.21141756777292,8.27277909181166
k2016,F3B,1.22095415541473,6.14971226050975
k2016,F3B,1.23056581750342,4.49329814052081
k2016,F3B,1.24025314504417,3.23010782651564
k2016,F3B,1.25001673369468,2.2866319330268
k2016,F3B,1.25985718380184,1.59525802661393
k2016,F3B,1.26977510043861,1.09746092203403
k2016,F3B,1.27977109344124,0.744873177124414
k2016,F3B,1.28984577744676,0.498978922270074
