variant,scenario,analysis_model,decision,n_trials,pass_pct,lo,hi
struct2020,S00,M1,G2_C_iii,2000,97.75,97.0027095330404,98.3142124516
struct2020,VM125,M0,G2_C_iii,2000,28.2,26.2711807626021,30.2124024988605
struct2020,VM125,M1,G2_C_iii,2000,35.65,33.5802228540991,37.7747964028728
base,F090,M0,G2_C_iv,2000,15.45,13.932371296507,17.1000966706275
base,F090,M1,G2_C_iv,2000,20.9,19.1746753322312,22.7368968195377
base,KE120,M0,G2_C_iv,2000,65.8,63.692461519033,67.8469597868794
base,KE120,M1,G2_C_iv,2000,72.8,70.8074530031474,74.7051296408275
base,KM10,M0,G2_C_iv,2000,97.2,96.3815517314341,97.8374790052156
base,KM10,M1,G2_C_iv,2000,98.4,97.7500533581828,98.8643764649919
base,S00,M0,G2_C_iv,2000,97.2,96.3815517314341,97.8374790052156
base,S00,M1,G2_C_iv,2000,98.25,97.5759802333172,98.7390247040419
base,VM125,M0,G2_C_iv,2000,24.5,22.6651522610434,26.4326171503005
base,VM125,M1,G2_C_iv,2000,32.4,30.3843664627243,34.4831136015758
k2016_bmi_vc0817,F090,M0,G2_C_iv,2000,12.05,10.6955256968573,13.5499781917898
k2016_bmi_vc0817,F090,M1,G2_C_iv,2000,19.7,18.015682931283,21.5004901339609
k2016_bmi_vc0817,KE120,M0,G2_C_iv,2000,56,53.8150817865979,58.1619136460271
k2016_bmi_vc0817,KE120,M1,G2_C_iv,2000,68.5,66.4303845413732,70.4986847092204
k2016_bmi_vc0817,KM10,M0,G2_C_iv,2000,93.75,92.6029715235392,94.7292868393512
k2016_bmi_vc0817,KM10,M1,G2_C_iv,2000,97.15,96.3254740468308,97.7937483945471
k2016_bmi_vc0817,S00,M0,G2_C_iv,2000,93.95,92.8184904750419,94.913001068936
k2016_bmi_vc0817,S00,M1,G2_C_iv,2000,97.1,96.269454307719,97.749959838387
k2016_bmi_vc0817,VM125,M0,G2_C_iv,2000,19.4,17.7263184361046,21.1910048575081
k2016_bmi_vc0817,VM125,M1,G2_C_iv,2000,30,28.0315351954981,32.045146695752
struct2020,F090,M0,G2_C_iv,2000,16.05,14.5065873736879,17.7235801367092
struct2020,F090,M1,G2_C_iv,2000,20.95,19.2230184615685,22.7883619854722
struct2020,KE120,M0,G2_C_iv,2000,59.5,57.3323843286084,61.6311917730478
struct2020,KE120,M1,G2_C_iv,2000,66.8,64.7056131988466,68.8299740125034
struct2020,KM10,M0,G2_C_iv,2000,96.25,95.3247987828071,96.997874343677
struct2020,KM10,M1,G2_C_iv,2000,97.4,96.6064726855337,98.0117912322035
struct2020,S00,M0,G2_C_iv,2000,96.1,95.1593914956082,96.8638567450603
struct2020,S00,M1,G2_C_iv,2000,97.5,96.7193228586802,98.0985576496007
struct2020,VM125,M0,G2_C_iv,2000,24.45,22.6165448910403,26.3814162250318
struct2020,VM125,M1,G2_C_iv,2000,31.15,29.1581437363099,33.2141289461934
