variant,scenario,kind,true_ratio,analysis_model,endpoint,n,gmr,mean_log,sd_log,bias_pct,bias_lo,bias_hi,not_estimable_pct
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M0,AUCinf_C,2000,0.903225036288766,-0.101783546990601,0.057888086969822,-0.114943308309601,-0.368036226384982,0.138792536219823,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M1,AUCinf_C,2000,0.903221513608487,-0.101787447111841,0.0576798814402497,-0.115332871381146,-0.367515659131157,0.137488223833127,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M0,AUCinf_Ci,2000,0.903256192675731,-0.101749052984831,0.0577564120494486,-0.111497813163619,-0.36402447320607,0.141668873874057,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M1,AUCinf_Ci,2000,0.903252744502863,-0.10175287048365,0.0575484067690594,-0.111879136674997,-0.363496527223006,0.140373676725258,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M0,AUCinf_Ciii,2000,0.903373766384416,-0.101618894943045,0.0579093803361761,-0.0984956751739929,-0.351723263047321,0.155375418170367,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M1,AUCinf_Ciii,2000,0.903370347522341,-0.101622679498975,0.0577027232043974,-0.098873757289164,-0.351197856934937,0.154089260736878,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M0,AUCinf_Civ,2000,0.903171498571605,-0.101842822699055,0.0582524283760825,-0.1208638903339,-0.375532619417485,0.134455845106629,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M1,AUCinf_Civ,2000,0.903167913157274,-0.101846792511492,0.058040184046947,-0.121260390983691,-0.375001399876385,0.133126886420909,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M0,AUCinf_true,2000,0.904911687783393,-0.099917922603485,0.0550996391543561,0.0715786251967998,-0.169787493579343,0.313528310829403,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M1,AUCinf_true,2000,0.904909304518864,-0.099920556305425,0.0548995869405395,0.0713150668330886,-0.169175135882815,0.312384605016591,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M0,AUClast,2000,0.902889887935058,-0.102154673271725,0.0580518365797254,-0.152006399970406,-0.405720161203693,0.10235369027638,0
k2016_bmi_vc0817,KE120,AUC,0.904264427737875,M1,AUClast,2000,0.902886592478212,-0.102158323177327,0.0578430064265609,-0.152370835056515,-0.405172144223265,0.101072159058058,0
k2016_bmi_vc0817,KE120,Cmax,0.968445237484669,M0,Cmax,2000,0.965108189149336,-0.0355150708192357,0.0477044663818935,-0.34457790757485,-0.55271387179564,-0.13600632986186,0
k2016_bmi_vc0817,KE120,Cmax,0.968445237484669,M1,Cmax,2000,0.965111508227316,-0.0355116317516677,0.047568437048327,-0.344235185255437,-0.55177898176576,-0.136258254526833,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUCinf_A,2000,0.975706505529525,-0.024593449339446,0.0616600568397565,-3.06597274915371,-3.32757084015022,-2.80366676696416,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUCinf_A,2000,0.9821135350126,-0.0180483612082535,0.0595478725922643,-2.42945022215435,-2.68375790945008,-2.17447797570151,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUCinf_Ai,2000,0.980778404253676,-0.019408732544155,0.0601931566503446,-2.56209215969968,-2.8188025322034,-2.30470367026524,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUCinf_Ai,2000,0.985685509543888,-0.014417931094575,0.0583048363532968,-2.07458339017877,-2.324494935024,-1.82403242421967,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUCinf_Aiii,2000,0.982232679861393,-0.017927053825637,0.0770016742881118,-2.41761347621253,-2.74637430467268,-2.08774128885385,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUCinf_Aiii,2000,0.987617985208665,-0.012459310651552,0.0699397728459341,-1.88259671417588,-2.18289019031164,-1.58138135257462,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUCinf_Aiv,2000,0.966109958657429,-0.0344776224097115,0.100022909987453,-4.01936593731223,-4.43919511037775,-3.59769232044194,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUCinf_Aiv,2000,0.976501691164872,-0.023778796803235,0.0896156782446704,-2.98697302371439,-3.36725219694283,-2.60519733659311,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUCinf_B,2000,0.989163446737694,-0.010895696365292,0.05580607771551,-1.72905893501685,-1.96911721805727,-1.48841279662288,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUCinf_B,2000,0.990655682116979,-0.009388249912112,0.0553903349451806,-1.58080904214371,-1.81944056788822,-1.3415975135411,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUCinf_C,2000,1.004282931538,0.0042737858908775,0.0574929184428103,-0.226975528432904,-0.478060966646199,0.0247433771132677,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUCinf_C,2000,1.0042785353014,0.0042694083931785,0.0572882204154988,-0.22741228366201,-0.47760378281746,0.0234081773013317,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUCinf_Ci,2000,1.00126831095177,0.00126750732485875,0.0573911067812824,-0.526470624961517,-0.776359619782452,-0.275952299171722,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUCinf_Ci,2000,1.00126401144129,0.001263213251376,0.0571787251315694,-0.526897770689139,-0.77586211490206,-0.277308747380889,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUCinf_Ciii,2000,1.00326897867292,0.003263647178011,0.0574797227249815,-0.327709236876561,-0.578483673813224,-0.0763022626326326,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUCinf_Ciii,2000,1.00326476289057,0.0032594451232255,0.057265268312064,-0.328128064422972,-0.577966996322332,-0.0776613089918943,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUCinf_Civ,2000,1.00963056486016,0.009584486574135,0.0577549954310644,0.304298611116427,0.0507269939739263,0.558512887907181,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUCinf_Civ,2000,1.0096263954528,0.0095803569289815,0.0575438263041387,0.303884390811082,0.0512397802653775,0.557166967456713,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUCinf_true,2000,1.00726610985195,0.0072398388576185,0.0549472950578435,0.069395856137433,-0.17129846644719,0.310670510390554,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUCinf_true,2000,1.00726331866265,0.007237067799272,0.0547464474190457,0.0691185583870269,-0.170696350060862,0.309509562111643,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M0,AUClast,2000,1.01052292901153,0.010467948362674,0.0576233858968367,0.392952781685341,0.139734653267354,0.646811209588649,0
k2016_bmi_vc0817,KM10,AUC,1.00656759365273,M1,AUClast,2000,1.0105189873852,0.010464047774269,0.0574158719970498,0.392561190861485,0.140254791339678,0.645503283984961,0
k2016_bmi_vc0817,KM10,Cmax,1.00141267668318,M0,Cmax,2000,1.00213197704853,0.0021297076104805,0.0472250976532122,0.0718285659943918,-0.135079020474438,0.279164839022195,0
k2016_bmi_vc0817,KM10,Cmax,1.00141267668318,M1,Cmax,2000,1.00213528056147,0.0021330040899595,0.047090356741346,0.0721584512674012,-0.134160083180357,0.278903230942684,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUCinf_A,2000,1.00036422081032,0.0003641544980225,0.061345386234439,0.0364220810320726,-0.232172620974913,0.30573989304199,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUCinf_A,2000,1.00039065868306,0.000390582395826,0.0588558112126851,0.0390658683061762,-0.218649339435861,0.297446702719562,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUCinf_Ai,2000,1.00071639879712,0.0007161423059915,0.0590482718046892,0.0716398797117046,-0.187001165367895,0.330951129984847,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUCinf_Ai,2000,1.00077009089683,0.00076979452897815,0.0571086213944283,0.0770090896829112,-0.173160020540519,0.327805131338033,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUCinf_Aiii,2000,1.00135935002583,0.00135842694600991,0.0746343092297026,0.135935002582532,-0.191073808758624,0.464015208705426,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUCinf_Aiii,2000,1.00166692837184,0.00166554058875,0.0680162861137031,0.166692837183913,-0.131453981667184,0.46572974134349,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUCinf_Aiv,2000,1.0022564449988,0.0022539030499115,0.10324801473211,0.225644499880073,-0.226856361924188,0.680197587588682,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUCinf_Aiv,2000,1.0027247481129,0.00272104271608265,0.0917540546628412,0.272474811289958,-0.129941106467979,0.676512221742076,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUCinf_B,2000,1.0007387137191,0.0007384410044155,0.0552725635965387,0.0738713719097728,-0.168256879295514,0.316586872102209,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUCinf_B,2000,1.00075877152966,0.000758483808076,0.0548725489532917,0.0758771529659086,-0.164505709105767,0.316838806386155,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUCinf_C,2000,1.00080993682952,0.00080960900768055,0.0578791508918439,0.0809936829516467,-0.172556611934727,0.335187966603567,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUCinf_C,2000,1.000805722143,0.00080539772316005,0.0576723549189905,0.0805722142996013,-0.172072253136113,0.33385607422165,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUCinf_Ci,2000,1.00092046382344,0.0009200404563935,0.0577492542358622,0.0920463823442574,-0.160963534797831,0.345697471721551,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUCinf_Ci,2000,1.00091605336502,0.0009156340442015,0.057535451892892,0.091605336502476,-0.160467943709708,0.344315047367783,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUCinf_Ciii,2000,1.00079702111438,0.00079670366172295,0.0578547565286819,0.0797021114384844,-0.173738184110073,0.333785844718149,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUCinf_Ciii,2000,1.00079300709708,0.000792692833085,0.0576404069921387,0.0793007097081633,-0.1732007725749,0.332440868168837,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUCinf_Civ,2000,1.00073840090651,0.0007381284226837,0.0581613795443433,0.0738400906506342,-0.180926772280066,0.329257191580457,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUCinf_Civ,2000,1.00073448921201,0.0007342196068137,0.0579501664335993,0.0734489212008249,-0.180392937765417,0.32793630153567,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUCinf_true,2000,1.00061006817518,0.000609882159238,0.0551367487744281,0.0610068175176171,-0.180496149401943,0.303094075891042,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUCinf_true,2000,1.00060728912943,0.0006071048040105,0.0549357795504024,0.0607289129431754,-0.179894185134577,0.301932049229237,0
k2016_bmi_vc0817,S00,AUC,1,M0,AUClast,2000,1.00081588261227,0.0008155499609745,0.0579532949169303,0.0815882612269059,-0.172287931188153,0.336110097218678,0
k2016_bmi_vc0817,S00,AUC,1,M1,AUClast,2000,1.00081201385011,0.000811684345228,0.0577445279398303,0.0812013850111537,-0.171760440120261,0.334804207972983,0
k2016_bmi_vc0817,S00,Cmax,1,M0,Cmax,2000,1.0005610579523,0.000560900618136,0.0473222259086681,0.0561057952302546,-0.151194323627069,0.263836298196707,0
k2016_bmi_vc0817,S00,Cmax,1,M1,Cmax,2000,1.00056434984008,0.0005641906546,0.0471875704877667,0.0564349840082912,-0.150276552073714,0.263574459774807,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUCinf_A,2000,0.90720096610199,-0.0973912810819785,0.0640987826437942,5.07382724370746,4.77906250633984,5.36942121401836,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUCinf_A,2000,0.897756134716229,-0.10785681246434,0.0605803438741402,3.97990801472166,3.7042022624282,4.25634675237339,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUCinf_Ai,2000,0.897630932019206,-0.107996284001755,0.0615787614360919,3.96540678836825,3.6852023738035,4.2463684422704,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUCinf_Ai,2000,0.89096789913046,-0.11544688007229,0.0585609758922199,3.19368101554489,2.92916907370409,3.45887271190044,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUCinf_Aiii,2000,0.897647872912097,-0.107977411286447,0.0776539373289919,3.96736891640774,3.61413467754421,4.32180737733896,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUCinf_Aiii,2000,0.893123768628246,-0.113030109021703,0.0701938763135723,3.44337812526434,3.12563575003335,3.76209950262494,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUCinf_Aiv,2000,0.912922395338486,-0.0911044016291015,0.108982045089654,5.73649460148786,5.23266442315788,6.24273700467206,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUCinf_Aiv,2000,0.904464078577037,-0.100412689056987,0.094389242520808,4.75683546600023,4.32437345655965,5.19109018584405,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUCinf_B,2000,0.885915139094736,-0.121134112767015,0.056332851835435,2.60846025968664,2.35544309872073,2.86210286549264,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUCinf_B,2000,0.882339229788134,-0.125178682648195,0.0557023214751364,2.19429130400797,1.94511255579357,2.44407910592788,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUCinf_C,2000,0.855866068507785,-0.15564137710547,0.0599128324368115,-0.871883092739145,-1.13183183586927,-0.61125088039633,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUCinf_C,2000,0.855862460194445,-0.15564559309332,0.0596991840037219,-0.872301014794641,-1.13132290398269,-0.612600525052309,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUCinf_Ci,2000,0.857934943683997,-0.153227005581025,0.0597995682226733,-0.632261839040416,-0.892346981816072,-0.371494162883801,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUCinf_Ci,2000,0.857930967965155,-0.153231639648075,0.0595820972265796,-0.632722314734713,-0.891861648509784,-0.372905405985213,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUCinf_Ciii,2000,0.856976052191374,-0.15434530454215,0.0598509589901986,-0.743322566272897,-1.00333998907123,-0.482622200634375,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUCinf_Ciii,2000,0.856971965494898,-0.1543500732941,0.0596376635228613,-0.743795895618371,-1.00288664925527,-0.484027061415793,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUCinf_Civ,2000,0.854444099865724,-0.157304197096835,0.0600647145372523,-1.03657834001596,-1.2967522173309,-0.775718665141589,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUCinf_Civ,2000,0.854440702570635,-0.157308173134405,0.0598491855608728,-1.03697182151629,-1.29621231537639,-0.777050445643102,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUCinf_true,2000,0.863299014435799,-0.146994165365545,0.0566706604226812,-0.0109844544718074,-0.259019142944894,0.237667043723389,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUCinf_true,2000,0.86329665013864,-0.1469969040463,0.056465669900341,-0.0112582920894222,-0.25839621618412,0.236491985839682,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M0,AUClast,2000,0.855237421445471,-0.156376162691835,0.0598641377011986,-0.94469425067546,-1.2042412135302,-0.684465430352799,0
k2016_bmi_vc0817,VM125,AUC,0.863393853540554,M1,AUClast,2000,0.855234152441375,-0.156379985034335,0.0596526444486132,-0.945072873256858,-1.20370309547759,-0.685765605499589,0
k2016_bmi_vc0817,VM125,Cmax,0.959770900379429,M0,Cmax,2000,0.955877811526796,-0.0451251863098765,0.0488400694501299,-0.40562688982273,-0.6185816859688,-0.192215773511684,0
k2016_bmi_vc0817,VM125,Cmax,0.959770900379429,M1,Cmax,2000,0.955881066660938,-0.0451217809283935,0.0487020287216808,-0.405287732411253,-0.617642002076158,-0.192479716862737,0
