pk_model,scenario,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,analysis_model,config,n_trials,n_pass,pass_pct,lo,hi,n_trials_10k,n_pass_10k,pass_pct_10k,lo_10k,hi_10k,class,class_10k
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_Ai,10000,523,5.23,4.81058740393328,5.6837958101771,10000,523,5.23,4.81058740393328,5.6837958101771,nominal,nominal
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_Aii,10000,622,6.22,5.76323639780185,6.71038649953459,10000,622,6.22,5.76323639780185,6.71038649953459,exceeding,exceeding
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_B,10000,527,5.27,4.84900114917122,5.72535134506951,10000,527,5.27,4.84900114917122,5.72535134506951,nominal,nominal
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_Ci,10000,429,4.29,3.91009030421703,4.70501482683022,10000,429,4.29,3.91009030421703,4.70501482683022,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_Cii,10000,419,4.19,3.81457284163053,4.60060908909086,10000,419,4.19,3.81457284163053,4.60060908909086,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,P2,10000,406,4.06,3.69049121928224,4.46479055101552,10000,406,4.06,3.69049121928224,4.46479055101552,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,AUCinf_true_only,10000,521,5.21,4.7913831831174,5.66301539092781,10000,521,5.21,4.7913831831174,5.66301539092781,nominal,nominal
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,AUClast_only,10000,402,4.02,3.65233362605783,4.42297886410959,10000,402,4.02,3.65233362605783,4.42297886410959,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,F3A,10000,257,2.57,2.27759587424757,2.89883021119481,10000,257,2.57,2.27759587424757,2.89883021119481,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,F3B,10000,354,3.54,3.19529181589372,3.92038931270955,10000,354,3.54,3.19529181589372,3.92038931270955,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,F3C,10000,391,3.91,3.54745383495958,4.30794313484939,10000,391,3.91,3.54745383495958,4.30794313484939,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,G2_Ai,10000,529,5.29,4.86821065461332,5.74612647969259,10000,529,5.29,4.86821065461332,5.74612647969259,nominal,nominal
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,G2_Aii,10000,578,5.78,5.33936635513131,6.25459446077133,10000,578,5.78,5.33936635513131,6.25459446077133,exceeding,exceeding
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,G2_B,10000,540,5.4,4.97389383894226,5.8603588157221,10000,540,5.4,4.97389383894226,5.8603588157221,nominal,nominal
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,G2_Ci,10000,425,4.25,3.87187616540763,4.66325968550928,10000,425,4.25,3.87187616540763,4.66325968550928,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,G2_Cii,10000,422,4.22,3.84322179968418,4.63193709113497,10000,422,4.22,3.84322179968418,4.63193709113497,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M2,P2,10000,402,4.02,3.65233362605783,4.42297886410959,10000,402,4.02,3.65233362605783,4.42297886410959,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUCinf_true_only,10000,461,4.61,4.21613141098896,5.03872796110106,10000,461,4.61,4.21613141098896,5.03872796110106,nominal,nominal
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUClast_only,10000,374,3.74,3.38552764822138,4.12999988103362,10000,374,3.74,3.38552764822138,4.12999988103362,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,F3A,10000,303,3.03,2.71165660692543,3.38441620001593,10000,303,3.03,2.71165660692543,3.38441620001593,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,F3B,10000,355,3.55,3.20479646366061,3.93087698497525,10000,355,3.55,3.20479646366061,3.93087698497525,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,F3C,10000,356,3.56,3.21430188156563,3.94136388710281,10000,356,3.56,3.21430188156563,3.94136388710281,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_Ai,10000,688,6.88,6.40028317234477,7.39283284714238,10000,688,6.88,6.40028317234477,7.39283284714238,exceeding,exceeding
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_Aii,10000,833,8.33,7.80426192331542,8.88774050089677,10000,833,8.33,7.80426192331542,8.88774050089677,exceeding,exceeding
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_B,10000,623,6.23,5.77287787731078,6.72073734005825,10000,623,6.23,5.77287787731078,6.72073734005825,exceeding,exceeding
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_Ci,10000,445,4.45,4.0630395382031,4.87194271336553,10000,445,4.45,4.0630395382031,4.87194271336553,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_Cii,10000,397,3.97,3.60465114473627,4.37069974526822,10000,397,3.97,3.60465114473627,4.37069974526822,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,P2,10000,370,3.7,3.34745689092521,4.08810135819944,10000,370,3.7,3.34745689092521,4.08810135819944,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUCinf_true_only,10000,490,4.9,4.49395167078639,5.34068498224864,10000,490,4.9,4.49395167078639,5.34068498224864,nominal,nominal
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUClast_only,10000,415,4.15,3.7763827388616,4.55882991172945,10000,415,4.15,3.7763827388616,4.55882991172945,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,F3A,10000,339,3.39,3.05281670261447,3.76297962550001,10000,339,3.39,3.05281670261447,3.76297962550001,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,F3B,10000,395,3.95,3.58558272619014,4.34978352374917,10000,395,3.95,3.58558272619014,4.34978352374917,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,F3C,10000,393,3.93,3.56651694982636,4.32886466004778,10000,393,3.93,3.56651694982636,4.32886466004778,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_Ai,10000,746,7.46,6.96120472226823,7.99146585910893,10000,746,7.46,6.96120472226823,7.99146585910893,exceeding,exceeding
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_Aii,10000,861,8.61,8.07597678883868,9.17581059628593,10000,861,8.61,8.07597678883868,9.17581059628593,exceeding,exceeding
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_B,10000,664,6.64,6.16846801922316,7.14483231948192,10000,664,6.64,6.16846801922316,7.14483231948192,exceeding,exceeding
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_Ci,10000,488,4.88,4.47477813393999,5.31987387902987,10000,488,4.88,4.47477813393999,5.31987387902987,nominal,nominal
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_Cii,10000,438,4.38,3.9961062612773,4.79892975006323,10000,438,4.38,3.9961062612773,4.79892975006323,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,P2,10000,410,4.1,3.72865897330322,4.50659207712489,10000,410,4.1,3.72865897330322,4.50659207712489,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,AUCinf_true_only,10000,479,4.79,4.3885215617064,5.22619957097018,10000,479,4.79,4.3885215617064,5.22619957097018,nominal,nominal
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,AUClast_only,10000,416,4.16,3.78592934672935,4.56927562389428,10000,416,4.16,3.78592934672935,4.56927562389428,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,F3A,10000,341,3.41,3.07180293534988,3.78397803282977,10000,341,3.41,3.07180293534988,3.78397803282977,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,F3B,10000,397,3.97,3.60465114473627,4.37069974526822,10000,397,3.97,3.60465114473627,4.37069974526822,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,F3C,10000,404,4.04,3.67141114357719,4.4438859866554,10000,404,4.04,3.67141114357719,4.4438859866554,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,G2_Ai,10000,751,7.51,7.00960394199653,8.04302823954356,10000,751,7.51,7.00960394199653,8.04302823954356,exceeding,exceeding
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,G2_Aii,10000,875,8.75,8.21189986152105,9.31978000405977,10000,875,8.75,8.21189986152105,9.31978000405977,exceeding,exceeding
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,G2_B,10000,676,6.76,6.2843533501649,7.26885482893121,10000,676,6.76,6.2843533501649,7.26885482893121,exceeding,exceeding
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,G2_Ci,10000,483,4.83,4.42685286446095,5.26783754834597,10000,483,4.83,4.42685286446095,5.26783754834597,nominal,nominal
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,G2_Cii,10000,445,4.45,4.0630395382031,4.87194271336553,10000,445,4.45,4.0630395382031,4.87194271336553,conservative,conservative
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M2,P2,10000,415,4.15,3.7763827388616,4.55882991172945,10000,415,4.15,3.7763827388616,4.55882991172945,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUCinf_true_only,10000,432,4.32,3.93875707746552,4.73632501367949,10000,432,4.32,3.93875707746552,4.73632501367949,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUClast_only,10000,343,3.43,3.09079243265577,3.80497317558904,10000,343,3.43,3.09079243265577,3.80497317558904,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,F3A,10000,267,2.67,2.37175657034417,3.00459271542408,10000,267,2.67,2.37175657034417,3.00459271542408,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,F3B,10000,322,3.22,2.89156957552651,3.58435731203399,10000,322,3.22,2.89156957552651,3.58435731203399,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,F3C,10000,326,3.26,2.92948772531078,3.62640844238006,10000,326,3.26,2.92948772531078,3.62640844238006,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_Ai,10000,618,6.18,5.72467395708813,6.66897966011797,10000,618,6.18,5.72467395708813,6.66897966011797,exceeding,exceeding
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_Aii,10000,788,7.88,7.36796177532672,8.42438624741908,10000,788,7.88,7.36796177532672,8.42438624741908,exceeding,exceeding
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_B,10000,505,5.05,4.63781434893128,5.49670710459255,10000,505,5.05,4.63781434893128,5.49670710459255,nominal,nominal
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_Ci,10000,417,4.17,3.79547656788071,4.57972072277551,10000,417,4.17,3.79547656788071,4.57972072277551,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_Cii,10000,386,3.86,3.49980782081717,4.25562754882887,10000,386,3.86,3.49980782081717,4.25562754882887,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,P2,10000,341,3.41,3.07180293534988,3.78397803282977,10000,341,3.41,3.07180293534988,3.78397803282977,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUCinf_true_only,10000,469,4.69,4.29272862324009,5.12206930911063,10000,469,4.69,4.29272862324009,5.12206930911063,nominal,nominal
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUClast_only,10000,381,3.81,3.45217887649311,4.20329489299,10000,381,3.81,3.45217887649311,4.20329489299,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,F3A,10000,304,3.04,2.72111726450346,3.39494786247049,10000,304,3.04,2.72111726450346,3.39494786247049,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,F3B,10000,358,3.58,3.23331501535284,3.96233539338078,10000,358,3.58,3.23331501535284,3.96233539338078,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,F3C,10000,362,3.62,3.2713503889735,4.00426929989046,10000,362,3.62,3.2713503889735,4.00426929989046,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_Ai,10000,655,6.55,6.08158389135475,7.05178556705705,10000,655,6.55,6.08158389135475,7.05178556705705,exceeding,exceeding
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_Aii,10000,852,8.52,7.98862054580565,9.08323595902568,10000,852,8.52,7.98862054580565,9.08323595902568,exceeding,exceeding
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_B,10000,560,5.6,5.16617528236581,6.06792377295027,10000,560,5.6,5.16617528236581,6.06792377295027,exceeding,exceeding
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_Ci,10000,473,4.73,4.33103968356524,5.16372752891582,10000,473,4.73,4.33103968356524,5.16372752891582,nominal,nominal
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_Cii,10000,423,4.23,3.8527726567849,4.64237855406684,10000,423,4.23,3.8527726567849,4.64237855406684,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,P2,10000,379,3.79,3.43313215024983,4.1823569791681,10000,379,3.79,3.43313215024983,4.1823569791681,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,AUCinf_true_only,10000,463,4.63,4.23527756871774,5.05956644343746,10000,463,4.63,4.23527756871774,5.05956644343746,nominal,nominal
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,AUClast_only,10000,384,3.84,3.48075417687003,4.23469655271083,10000,384,3.84,3.48075417687003,4.23469655271083,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,F3A,10000,303,3.03,2.71165660692543,3.38441620001593,10000,303,3.03,2.71165660692543,3.38441620001593,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,F3B,10000,361,3.61,3.2618404148997,3.99378695393167,10000,361,3.61,3.2618404148997,3.99378695393167,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,F3C,10000,375,3.75,3.39504713060603,4.14047271868156,10000,375,3.75,3.39504713060603,4.14047271868156,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,G2_Ai,10000,667,6.67,6.19743512040556,7.17584217839727,10000,667,6.67,6.19743512040556,7.17584217839727,exceeding,exceeding
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,G2_Aii,10000,829,8.29,7.76546015736746,8.84657298671438,10000,829,8.29,7.76546015736746,8.84657298671438,exceeding,exceeding
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,G2_B,10000,553,5.53,5.09885806018978,5.9952947548982,10000,553,5.53,5.09885806018978,5.9952947548982,exceeding,exceeding
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,G2_Ci,10000,453,4.53,4.13956809717817,4.95535271465116,10000,453,4.53,4.13956809717817,4.95535271465116,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,G2_Cii,10000,426,4.26,3.88142881290349,4.673699358046,10000,426,4.26,3.88142881290349,4.673699358046,conservative,conservative
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M2,P2,10000,383,3.83,3.47122838542385,4.22423002412443,10000,383,3.83,3.47122838542385,4.22423002412443,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUCinf_true_only,20000,917,4.585,4.30374275289545,4.88369988208054,10000,460,4.6,4.20655912573404,5.0283079263234,conservative,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUClast_only,20000,1039,5.195,4.89594512865908,5.51126322232845,10000,534,5.34,4.91624202232057,5.79805671214826,nominal,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,F3A,20000,190,0.95,0.824664638418916,1.09417409868495,10000,102,1.02,0.841015237783062,1.23660124260842,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,F3B,20000,714,3.57,3.32164421670225,3.83618825146763,10000,350,3.5,3.1572809892696,3.87843085920333,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,F3C,20000,951,4.755,4.46865189795843,5.05872544475848,10000,486,4.86,4.45560655083166,5.29906082207302,nominal,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_Ai,20000,459,2.295,2.09644795684225,2.5118742032707,10000,227,2.27,1.9958819233931,2.58077456107169,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_Aii,20000,212,1.06,0.92717174481956,1.21162474435196,10000,110,1.1,0.91352699531944,1.32402804533273,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_B,20000,742,3.71,3.45681837799815,3.98096032007602,10000,361,3.61,3.2618404148997,3.99378695393167,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_Ci,20000,925,4.625,4.34253528496361,4.92489198712789,10000,472,4.72,4.32146114873359,5.15331374371488,conservative,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_Cii,20000,1001,5.005,4.71135239078929,5.31592893389957,10000,507,5.07,4.65700404698355,5.51750204660545,nominal,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,P2,20000,1036,5.18,4.88136778412433,5.49584632794489,10000,532,5.32,4.89702817745753,5.77728591694613,nominal,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUCinf_true_only,20000,988,4.94,4.64822958114832,5.24907670822783,10000,489,4.89,4.48436465885572,5.33027967414672,nominal,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUClast_only,20000,1129,5.645,5.33358420346469,5.97345131507236,10000,576,5.76,5.32011664834531,6.23385952749216,exceeding,exceeding
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,F3A,20000,231,1.155,1.01601569277695,1.31274430954391,10000,119,1.19,0.995427877590426,1.42205804335502,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,F3B,20000,778,3.89,3.63076053756199,4.16694902753198,10000,385,3.85,3.49028065618939,4.24516239342406,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,F3C,20000,1032,5.16,4.8619324376532,5.47528935585827,10000,522,5.22,4.80098507154502,5.67340582253277,nominal,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_Ai,20000,514,2.57,2.35963652239914,2.79858001788295,10000,255,2.55,2.25877827270396,2.87766317267325,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_Aii,20000,256,1.28,1.1332998593808,1.44541213392603,10000,130,1.3,1.09594401953071,1.54145742177319,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_B,20000,807,4.035,3.77099387256478,4.31666000207291,10000,397,3.97,3.60465114473627,4.37069974526822,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_Ci,20000,1011,5.055,4.75991800612279,5.36734411496046,10000,510,5.1,4.68579206088977,5.54869099279699,nominal,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_Cii,20000,1078,5.39,5.08551438080929,5.71161907611637,10000,545,5.45,5.02194866773656,5.91226558709072,exceeding,exceeding
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,P2,20000,1125,5.625,5.31412097634036,5.95292222363892,10000,574,5.74,5.30086848721034,6.21312304856195,exceeding,exceeding
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,AUCinf_true_only,20000,993,4.965,4.67250589961938,5.27479078795397,10000,486,4.86,4.45560655083166,5.29906082207302,nominal,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,AUClast_only,20000,1154,5.77,5.45525466209165,6.10173284743136,10000,586,5.86,5.41638048948837,6.33751888667495,exceeding,exceeding
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,F3A,20000,228,1.14,1.00196992838158,1.29679583502096,10000,117,1.17,0.977199841537232,1.40030143934304,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,F3B,20000,798,3.99,3.72746273464006,4.27020842324268,10000,395,3.95,3.58558272619014,4.34978352374917,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,F3C,20000,1053,5.265,4.96398210655786,5.58319935938182,10000,540,5.4,4.97389383894226,5.8603588157221,nominal,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,G2_Ai,20000,539,2.695,2.47949246185233,2.92867606941573,10000,269,2.69,2.39060287545787,3.02573105037555,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,G2_Aii,20000,260,1.3,1.15210200750831,1.46660230435628,10000,132,1.32,1.11426457560429,1.56312150576479,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,G2_B,20000,825,4.125,3.85808357690499,4.40953573124261,10000,405,4.05,3.68095086278926,4.45433858747592,conservative,conservative
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,G2_Ci,20000,1020,5.1,4.80363409635232,5.41361074148587,10000,511,5.11,4.69538898487127,5.55908638884807,nominal,nominal
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,G2_Cii,20000,1101,5.505,5.19736557740818,5.82972371122457,10000,564,5.64,5.20465113382412,6.10941720162231,exceeding,exceeding
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M2,P2,20000,1149,5.745,5.43091711656911,6.07607999475671,10000,583,5.83,5.38749733517519,6.30642508089038,exceeding,exceeding
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUCinf_true_only,10000,424,4.24,3.86232411269903,4.65281941818529,10000,424,4.24,3.86232411269903,4.65281941818529,conservative,conservative
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUClast_only,10000,272,2.72,2.4188809476051,3.05742993832608,10000,272,2.72,2.4188809476051,3.05742993832608,conservative,conservative
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,F3A,10000,271,2.71,2.4094537831905,3.04686478270809,10000,271,2.71,2.4094537831905,3.04686478270809,conservative,conservative
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,F3B,10000,270,2.7,2.40002775709775,3.03629848876825,10000,270,2.7,2.40002775709775,3.03629848876825,conservative,conservative
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,F3C,10000,272,2.72,2.4188809476051,3.05742993832608,10000,272,2.72,2.4188809476051,3.05742993832608,conservative,conservative
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,G2_Ai,10000,969,9.69,9.12558409555618,10.2853738530878,10000,969,9.69,9.12558409555618,10.2853738530878,exceeding,exceeding
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,G2_Aii,10000,2760,27.6,26.7325907809694,28.484612346037,10000,2760,27.6,26.7325907809694,28.484612346037,exceeding,exceeding
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,G2_B,10000,566,5.66,5.22389145171841,6.13016152379319,10000,566,5.66,5.22389145171841,6.13016152379319,exceeding,exceeding
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,G2_Ci,10000,409,4.09,3.71911609003269,4.49614264036283,10000,409,4.09,3.71911609003269,4.49614264036283,conservative,conservative
