input_model,cv,gmr,n,analysis_model,analytic_pct,mc_trials,mc_pct,mc_lo,mc_hi,diff_pp,analytic_in_ci
k2020,52,0.95,140,M0,90.4156355204903,5000,90.38,89.5314161061183,91.1665842847989,-0.0356355204902741,TRUE
k2020,52,0.95,140,M1,90.9183854708073,5000,90.8,89.9672486748822,91.5701068464012,-0.118385470807269,TRUE
k2020,35,1,100,M0,99.7110652772165,5000,99.7,99.5055834044251,99.8181070222362,-0.0110652772165309,TRUE
k2020,35,1,100,M1,99.756667940861,5000,99.7,99.5055834044251,99.8181070222362,-0.0566679408609332,TRUE
k2020,35,1,117,M0,99.9288599692789,5000,99.92,99.7944673354156,99.9688853023898,-0.00885996927890176,TRUE
k2020,35,1,117,M1,99.9413080824726,5000,99.94,99.8237293951471,99.9795925345806,-0.00130808247257619,TRUE
k2020,35,1,130,M0,99.976252286668,5000,100,99.9232298054943,100,0.0237477133319715,TRUE
k2020,35,1,130,M1,99.9806995746228,5000,100,99.9232298054943,100,0.0193004253772102,TRUE
k2020,35,1,140,M0,99.9899192008685,5000,99.98,99.8867910919161,99.9964694216561,-0.00991920086846676,TRUE
k2020,35,1,140,M1,99.9918981736103,5000,99.98,99.8867910919161,99.9964694216561,-0.0118981736103052,TRUE
k2020,40,1,100,M0,98.7635099687073,5000,98.66,98.3018803556603,98.9434068910468,-0.103509968707328,TRUE
k2020,40,1,100,M1,98.9222155119049,5000,98.8,98.4585258113237,99.0665464788387,-0.122215511904898,TRUE
k2020,40,1,117,M0,99.5657800287456,5000,99.66,99.4561455223999,99.7876063204171,0.0942199712543612,TRUE
k2020,40,1,117,M1,99.6275689449427,5000,99.76,99.5809448580692,99.8626534443587,0.13243105505731,TRUE
k2020,40,1,130,M0,99.8078983215437,5000,99.84,99.6845729840895,99.9189024860272,0.0321016784563284,TRUE
k2020,40,1,130,M1,99.8371328127863,5000,99.88,99.738422370737,99.9449916832241,0.0428671872136732,TRUE
k2020,40,1,140,M0,99.898227875177,5000,99.94,99.8237293951471,99.9795925345806,0.0417721248230265,TRUE
k2020,40,1,140,M1,99.9144490592963,5000,99.96,99.8542613498577,99.9890298717922,0.0455509407036772,TRUE
k2020,43,1,100,M0,97.4263708866567,5000,97.68,97.2246900754041,98.0621018671152,0.253629113343294,TRUE
k2020,43,1,100,M1,97.6951464892879,5000,97.86,97.4206134768852,98.2259020929339,0.164853510712149,TRUE
k2020,43,1,117,M0,98.9356112013149,5000,98.9,98.5710359833467,99.1538827664267,-0.0356112013148362,TRUE
k2020,43,1,117,M1,99.0586196135129,5000,98.96,98.6388230891743,99.2060035363658,-0.0986196135128523,TRUE
k2020,43,1,130,M0,99.46572055282,5000,99.38,99.1213205957586,99.5628611601476,-0.0857205528199927,TRUE
k2020,43,1,130,M1,99.5317145247535,5000,99.5,99.2629076527497,99.6610898546897,-0.0317145247534398,TRUE
k2020,43,1,140,M0,99.6879167837277,5000,99.78,99.606459135064,99.8771084592861,0.0920832162723144,TRUE
k2020,43,1,140,M1,99.7282859842533,5000,99.8,99.6322115723667,99.8913253139056,0.0717140157467213,TRUE
k2020,46,1,100,M0,95.3603902221631,5000,94.98,94.3394717480296,95.551465784993,-0.380390222163072,TRUE
k2020,46,1,100,M1,95.7561922904416,5000,95.48,94.8684256708627,96.0217441602149,-0.276192290441543,TRUE
k2020,46,1,117,M0,97.8235990808563,5000,97.58,97.1161296221113,97.970815860797,-0.243599080856328,TRUE
k2020,46,1,117,M1,98.0292227166419,5000,97.86,97.4206134768852,98.2259020929339,-0.169222716641855,TRUE
k2020,46,1,130,M0,98.795808439276,5000,98.6,98.2350227264005,98.89035664454,-0.195808439276021,TRUE
k2020,46,1,130,M1,98.9175215211349,5000,98.76,98.4136722705604,99.0314614357577,-0.15752152113491,TRUE
k2020,46,1,140,M0,99.2414714406835,5000,99.2,98.9125263011164,99.41193182749,-0.0414714406834662,TRUE
k2020,46,1,140,M1,99.3218260622077,5000,99.3,99.0280680976277,99.4962364905897,-0.0218260622076514,TRUE
k2020,50,1,100,M0,91.4577929316306,5000,91.08,90.2580822314138,91.8388433767804,-0.377792931630594,TRUE
k2020,50,1,100,M1,92.0242076316073,5000,91.74,90.9445622803981,92.4713499612286,-0.28420763160733,TRUE
k2020,50,1,117,M0,95.4446496257486,5000,95.24,94.6143054821894,95.7962328458218,-0.204649625748615,TRUE
k2020,50,1,117,M1,95.7797981826224,5000,95.74,95.1442230956357,96.2655475304305,-0.0397981826223912,TRUE
k2020,50,1,130,M0,97.21562377347,5000,97.34,96.8563343100977,97.7509796697444,0.124376226530046,TRUE
k2020,50,1,130,M1,97.435102781434,5000,97.58,97.1161296221113,97.970815860797,0.144897218566015,TRUE
k2020,50,1,140,M0,98.1049117643913,5000,98.38,97.9911023529428,98.6946148068535,0.275088235608749,TRUE
k2020,50,1,140,M1,98.2616508648311,5000,98.5,98.1239238680138,98.8016090433156,0.238349135168946,TRUE
k2020,52,1,100,M0,89.0605535858394,5000,88.78,87.8752410021338,89.6252160350076,-0.280553585839428,TRUE
k2020,52,1,100,M1,89.7051480229558,5000,89.48,88.5990565448945,90.3003257095238,-0.225148022955793,TRUE
k2020,52,1,117,M0,93.8564696176765,5000,94.24,93.559601017026,94.8524727148754,0.383530382323457,TRUE
k2020,52,1,117,M1,94.2584813021838,5000,94.5,93.8332393038274,95.0984352230626,0.241518697816232,TRUE
k2020,52,1,130,M0,96.0904472248022,5000,95.86,95.2717018576879,96.3778845199115,-0.230447224802148,TRUE
k2020,52,1,130,M1,96.3647165480691,5000,96.12,95.5483430136584,96.6208441589296,-0.244716548069079,TRUE
k2020,52,1,140,M0,97.2542495415239,5000,97.5,97.0294176907845,97.8976506244351,0.245750458476067,TRUE
k2020,52,1,140,M1,97.4564589256519,5000,97.66,97.2029623301881,98.0438603204091,0.203541074348138,TRUE
