input_model,cv,gmr,n,analysis_model,n_trials,n_pass,n_pass_auc,n_pass_cmax,power_pct,lo,hi,analytic_pct,diff_pp,analytic_in_ci
k2020,43,0.9,140,M1,5000,3853,3905,4594,77.06,75.8740901193189,78.2043618514146,77.6758773221319,-0.615877322131851,TRUE
k2020,43,0.95,100,M0,5000,4526,4547,4913,90.52,89.6766394155155,91.3011460188571,90.4352726634773,0.0847273365227323,TRUE
k2020,43,0.95,100,M1,5000,4566,4587,4920,91.32,90.5075538722,92.0690032390605,91.1402402424488,0.17975975755121,TRUE
k2020,43,0.95,117,M0,5000,4717,4727,4953,94.34,93.6648015946411,94.9471185968713,94.1147893253659,0.225210674634099,TRUE
k2020,43,0.95,117,M1,5000,4737,4747,4958,94.74,94.0861770524541,95.3251289775022,94.5968057759555,0.143194224044535,TRUE
k2020,43,0.95,130,M0,5000,4799,4805,4979,95.98,95.3993059543546,96.490096174778,95.9640521378309,0.015947862169142,TRUE
k2020,43,0.95,130,M1,5000,4827,4831,4982,96.54,95.9966189053468,97.0119233976073,96.3188801472838,0.2211198527162,TRUE
k2020,43,0.95,140,M0,5000,4835,4838,4985,96.7,96.1678956509556,97.1604009873761,96.9915255705659,-0.291525570565852,TRUE
k2020,43,0.95,140,M1,5000,4851,4853,4986,97.02,96.5113979480873,97.4564073609995,97.2694607118599,-0.249460711859911,TRUE
k2020,43,1,100,M0,5000,4884,4886,4993,97.68,97.2246900754041,98.0621018671152,97.4263708866567,0.253629113343294,TRUE
k2020,43,1,100,M1,5000,4893,4896,4994,97.86,97.4206134768852,98.2259020929339,97.6951464892879,0.164853510712149,TRUE
k2020,43,1,117,M0,5000,4945,4945,4997,98.9,98.5710359833467,99.1538827664267,98.9356112013149,-0.0356112013148362,TRUE
k2020,43,1,117,M1,5000,4948,4948,4997,98.96,98.6388230891743,99.2060035363658,99.0586196135129,-0.0986196135128523,TRUE
k2020,43,1,130,M0,5000,4969,4970,4998,99.38,99.1213205957586,99.5628611601476,99.46572055282,-0.0857205528199927,TRUE
k2020,43,1,130,M1,5000,4975,4976,4998,99.5,99.2629076527497,99.6610898546897,99.5317145247535,-0.0317145247534398,TRUE
k2020,43,1,140,M0,5000,4989,4989,5000,99.78,99.606459135064,99.8771084592861,99.6879167837277,0.0920832162723144,TRUE
k2020,43,1,140,M1,5000,4990,4990,5000,99.8,99.6322115723667,99.8913253139056,99.7282859842533,0.0717140157467213,TRUE
k2020,46,0.9,100,M0,5000,2930,3010,4044,58.6,57.2286563165815,59.9581392099635,58.2596059234153,0.340394076584659,TRUE
k2020,46,0.9,100,M1,5000,3000,3083,4078,60,58.6349197225731,61.3497262385258,59.7204977414877,0.279502258512302,TRUE
k2020,46,0.9,117,M0,5000,3210,3272,4296,64.2,62.86072583747,65.5174714272904,64.7406186846433,-0.540618684643263,TRUE
k2020,46,0.9,117,M1,5000,3287,3349,4331,65.74,64.4129241423887,67.0429086003809,66.1243303917,-0.384330391699976,TRUE
k2020,46,0.9,130,M0,5000,3427,3485,4415,68.54,67.2390756897191,69.8124579221582,69.1003383645053,-0.560338364505242,TRUE
k2020,46,0.9,130,M1,5000,3484,3546,4440,69.68,68.3912549743129,70.9385282771297,70.4092252205727,-0.729225220572673,TRUE
k2020,46,0.9,140,M0,5000,3554,3604,4560,71.08,69.8074825691621,72.3201511168343,72.1284383134421,-1.04843831344206,TRUE
k2020,46,0.9,140,M1,5000,3623,3669,4593,72.46,71.2049029418914,73.6806118867367,73.3738071713422,-0.913807171342185,TRUE
k2020,46,0.95,100,M0,5000,4334,4343,4917,86.68,85.709946635009,87.5937347503017,86.9954059631106,-0.315405963110592,TRUE
k2020,46,0.95,100,M1,5000,4378,4389,4922,87.56,86.6162618246869,88.4460684052005,87.7873506769767,-0.227350676976741,TRUE
k2020,46,0.95,117,M0,5000,4598,4606,4950,91.96,91.1737019894538,92.6818724633171,91.4528987687277,0.507101231272287,TRUE
k2020,46,0.95,117,M1,5000,4623,4631,4954,92.46,91.6951023972571,93.1597043535687,92.0278666496875,0.432133350312512,TRUE
k2020,46,0.95,130,M0,5000,4693,4696,4976,93.86,93.1603250629038,94.4923321224758,93.8197752799568,0.0402247200432413,TRUE
k2020,46,0.95,130,M1,5000,4721,4723,4978,94.42,93.7490022119131,95.022795147288,94.2648913547378,0.155108645262246,TRUE
k2020,46,0.95,140,M0,5000,4771,4771,4985,95.42,94.8048554254606,95.9654065298505,95.1966471489154,0.223352851084641,TRUE
k2020,46,0.95,140,M1,5000,4787,4787,4987,95.74,95.1442230956357,96.2655475304305,95.5597368194142,0.18026318058584,TRUE
k2020,46,1,100,M0,5000,4749,4750,4991,94.98,94.3394717480296,95.551465784993,95.3603902221631,-0.380390222163072,TRUE
k2020,46,1,100,M1,5000,4774,4774,4994,95.48,94.8684256708627,96.0217441602149,95.7561922904416,-0.276192290441543,TRUE
k2020,46,1,117,M0,5000,4879,4879,4997,97.58,97.1161296221113,97.970815860797,97.8235990808563,-0.243599080856328,TRUE
k2020,46,1,117,M1,5000,4893,4893,4997,97.86,97.4206134768852,98.2259020929339,98.0292227166419,-0.169222716641855,TRUE
k2020,46,1,130,M0,5000,4930,4930,4999,98.6,98.2350227264005,98.89035664454,98.795808439276,-0.195808439276021,TRUE
k2020,46,1,130,M1,5000,4938,4938,4999,98.76,98.4136722705604,99.0314614357577,98.9175215211349,-0.15752152113491,TRUE
k2020,46,1,140,M0,5000,4960,4960,5000,99.2,98.9125263011164,99.41193182749,99.2414714406835,-0.0414714406834662,TRUE
k2020,46,1,140,M1,5000,4965,4965,5000,99.3,99.0280680976277,99.4962364905897,99.3218260622077,-0.0218260622076514,TRUE
k2020,50,0.9,100,M0,5000,2711,2768,4097,54.22,52.8363278238929,55.5971927716908,53.2793361248965,0.940663875103532,TRUE
k2020,50,0.9,100,M1,5000,2763,2822,4132,55.26,53.8782715384313,56.6336522371067,54.5799028894635,0.680097110536494,TRUE
k2020,50,0.9,117,M0,5000,3000,3041,4293,60,58.6349197225731,61.3497262385258,59.4343532917981,0.565646708201911,TRUE
k2020,50,0.9,117,M1,5000,3042,3083,4327,60.84,59.4792303896318,62.1841258321993,60.6907235811938,0.149276418806195,TRUE
k2020,50,0.9,130,M0,5000,3156,3184,4459,63.12,61.773062611747,64.4467928892147,63.6517803782209,-0.531780378220894,TRUE
k2020,50,0.9,130,M1,5000,3221,3244,4502,64.42,63.0823762205183,65.7354832553863,64.8619232644106,-0.44192326441059,TRUE
k2020,50,0.9,140,M0,5000,3383,3405,4584,67.66,66.350289936263,68.9425948310376,66.6317883067291,1.02821169327086,TRUE
k2020,50,0.9,140,M1,5000,3447,3469,4603,68.94,67.6432454385543,70.2076740117669,67.8007275845426,1.13927241545738,TRUE
k2020,50,0.95,100,M0,5000,4063,4070,4895,81.26,80.154501769951,82.3175015044441,81.8588643128324,-0.598864312832404,TRUE
k2020,50,0.95,100,M1,5000,4107,4114,4903,82.14,81.0537973420887,83.1768547768831,82.7294497900411,-0.589449790041115,TRUE
k2020,50,0.95,117,M0,5000,4380,4381,4962,87.6,86.6574923635766,88.4847764501552,87.288236672427,0.311763327573004,TRUE
k2020,50,0.95,117,M1,5000,4413,4414,4965,88.26,87.3382520753731,89.1230033717912,87.9574839740682,0.30251602593178,TRUE
k2020,50,0.95,130,M0,5000,4515,4516,4978,90.3,89.4484551318866,91.0896680913418,90.3186907119398,-0.018690711939783,TRUE
k2020,50,0.95,130,M1,5000,4537,4538,4981,90.74,89.9049566916304,91.5124909538864,90.8627306614952,-0.122730661495183,TRUE
k2020,50,0.95,140,M0,5000,4624,4624,4987,92.48,91.7159773626062,93.1787986801418,92.1586124656927,0.32138753430732,TRUE
k2020,50,0.95,140,M1,5000,4650,4650,4988,93,92.2592715674013,93.6747060653238,92.6204535605835,0.379546439416501,TRUE
k2020,50,1,100,M0,5000,4554,4556,4992,91.08,90.2580822314138,91.8388433767804,91.4577929316306,-0.377792931630594,TRUE
k2020,50,1,100,M1,5000,4587,4589,4992,91.74,90.9445622803981,92.4713499612286,92.0242076316073,-0.28420763160733,TRUE
k2020,50,1,117,M0,5000,4762,4762,5000,95.24,94.6143054821894,95.7962328458218,95.4446496257486,-0.204649625748615,TRUE
k2020,50,1,117,M1,5000,4787,4787,5000,95.74,95.1442230956357,96.2655475304305,95.7797981826224,-0.0397981826223912,TRUE
k2020,50,1,130,M0,5000,4867,4867,5000,97.34,96.8563343100977,97.7509796697444,97.21562377347,0.124376226530046,TRUE
k2020,50,1,130,M1,5000,4879,4879,5000,97.58,97.1161296221113,97.970815860797,97.435102781434,0.144897218566015,TRUE
k2020,50,1,140,M0,5000,4919,4919,5000,98.38,97.9911023529428,98.6946148068535,98.1049117643913,0.275088235608749,TRUE
k2020,50,1,140,M1,5000,4925,4925,5000,98.5,98.1239238680138,98.8016090433156,98.2616508648311,0.238349135168946,TRUE
k2020,52,0.9,100,M0,5000,2551,2598,4068,51.02,49.6341332791366,52.4043006088955,50.9874827382358,0.0325172617642053,TRUE
k2020,52,0.9,100,M1,5000,2605,2654,4113,52.1,50.7142375825638,53.482538069267,52.2109673921192,-0.110967392119179,TRUE
k2020,52,0.9,117,M0,5000,2894,2927,4301,57.88,56.5058783368447,59.2420226805012,56.9756649438238,0.904335056176237,TRUE
k2020,52,0.9,117,M1,5000,2956,2987,4339,59.12,57.7508492514044,60.4751478651178,58.1656505539956,0.954349446004414,TRUE
k2020,52,0.9,130,M0,5000,3004,3025,4464,60.08,58.7153122966914,61.4292108320963,61.1024242498599,-1.02242424985985,TRUE
k2020,52,0.9,130,M1,5000,3060,3082,4488,61.2,59.8412061002575,62.5415973761733,62.2566975908379,-1.05669759083788,TRUE
k2020,52,0.9,140,M0,5000,3171,3188,4562,63.42,62.0751186116486,64.744276268146,64.0372615478612,-0.617261547861205,TRUE
k2020,52,0.9,140,M1,5000,3227,3243,4587,64.54,63.20328928756,65.8543859398778,65.1589830574302,-0.618983057430199,TRUE
k2020,52,0.95,100,M0,5000,3912,3919,4884,78.24,77.0748672462135,79.3617729479296,79.1303491280373,-0.890349128037329,TRUE
k2020,52,0.95,100,M1,5000,3953,3959,4893,79.06,77.9101087128264,80.1652724501269,80.0273601046001,-0.96736010460009,TRUE
k2020,52,0.95,117,M0,5000,4203,4203,4948,84.06,83.0192880566958,85.0484160868069,85.0131222105677,-0.953122210567699,TRUE
k2020,52,0.95,117,M1,5000,4232,4232,4953,84.64,83.6140201062769,85.6127935029696,85.7175725148082,-1.07757251480824,FALSE
k2020,52,0.95,130,M0,5000,4394,4395,4971,87.88,86.9461933485751,88.7556455520674,88.3551159944863,-0.475115994486288,TRUE
k2020,52,0.95,130,M1,5000,4419,4420,4975,88.38,87.4621216662342,89.2389495324632,88.9384056380654,-0.558405638065395,TRUE
k2020,52,0.95,140,M0,5000,4519,4519,4993,90.38,89.5314161061183,91.1665842847989,90.4156355204903,-0.0356355204902741,TRUE
k2020,52,0.95,140,M1,5000,4540,4540,4994,90.8,89.9672486748822,91.5701068464012,90.9183854708073,-0.118385470807269,TRUE
k2020,52,1,100,M0,5000,4439,4439,4993,88.78,87.8752410021338,89.6252160350076,89.0605535858394,-0.280553585839428,TRUE
k2020,52,1,100,M1,5000,4474,4474,4993,89.48,88.5990565448945,90.3003257095238,89.7051480229558,-0.225148022955793,TRUE
k2020,52,1,117,M0,5000,4712,4712,5000,94.24,93.559601017026,94.8524727148754,93.8564696176765,0.383530382323457,TRUE
k2020,52,1,117,M1,5000,4725,4725,5000,94.5,93.8332393038274,95.0984352230626,94.2584813021838,0.241518697816232,TRUE
k2020,52,1,130,M0,5000,4793,4793,4999,95.86,95.2717018576879,96.3778845199115,96.0904472248022,-0.230447224802148,TRUE
k2020,52,1,130,M1,5000,4806,4806,4999,96.12,95.5483430136584,96.6208441589296,96.3647165480691,-0.244716548069079,TRUE
k2020,52,1,140,M0,5000,4875,4875,5000,97.5,97.0294176907845,97.8976506244351,97.2542495415239,0.245750458476067,TRUE
k2020,52,1,140,M1,5000,4883,4883,5000,97.66,97.2029623301881,98.0438603204091,97.4564589256519,0.203541074348138,TRUE
