scenario,lloq,resid,model,config,n_trials,n_pass,pass_pct,lo,hi,diff_vs_ref_pp,diff_lo,diff_hi,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,class
F_down_080,0.2,fixed,M0,AUClast_only,5000,202,4.04,3.52859684033311,4.62197032245654,0.04,-0.0154306079724255,0.0954306079724255,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,conservative
F_down_080,0.5,fixed,M0,AUClast_only,5000,193,3.86,3.36049261306962,4.43035092242026,-0.14,-0.243649287572705,-0.036350712427295,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,conservative
F_down_080,0.02,fixed,M0,G2_Aii,5000,337,6.74,6.07775466933531,7.46866690295104,-0.86,-1.43966435655239,-0.280335643447607,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.05,fixed,M0,G2_Aii,5000,367,7.34,6.64942078076257,8.0960795491897,-0.26,-0.653921355907134,0.133921355907134,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.078,fixed,M0,G2_Aii,5000,380,7.6,6.89758760216966,8.36751352277118,0,0,0,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.1,fixed,M0,G2_Aii,5000,379,7.58,6.87848879301656,8.34664304000209,-0.02,-0.271022349177589,0.231022349177589,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.2,fixed,M0,G2_Aii,5000,405,8.1,7.37552654060445,8.88880688239134,0.5,0.11414211610593,0.88585788389407,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.5,fixed,M0,G2_Aii,5000,430,8.6,7.85431608495494,9.40924963609579,1,0.536970539327116,1.46302946067288,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.02,fixed,M0,G2_B,5000,269,5.38,4.78817469838921,6.04033502318769,-1.56,-1.96511002091109,-1.15488997908891,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,nominal
F_down_080,0.05,fixed,M0,G2_B,5000,330,6.6,5.94458588260476,7.3220506462262,-0.34,-0.614260500477365,-0.0657394995226349,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.078,fixed,M0,G2_B,5000,347,6.94,6.26814402984348,7.67797046166484,0,0,0,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.1,fixed,M0,G2_B,5000,352,7.04,6.36340218927391,7.7825587618454,0.1,-0.0616151631353621,0.261615163135362,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.2,fixed,M0,G2_B,5000,365,7.3,6.61126429744546,8.05429744866242,0.36,0.11225810663592,0.60774189336408,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.5,fixed,M0,G2_B,5000,374,7.48,6.7830171875666,8.24226818584106,0.54,0.191876023640866,0.888123976359134,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,exceeding
F_down_080,0.02,fixed,M0,P2,5000,211,4.22,3.69699319690464,4.81329759318479,0.24,0.104359193384139,0.375640806615861,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,conservative
F_down_080,0.05,fixed,M0,P2,5000,206,4.12,3.60340469325098,4.70703963722747,0.14,0.0224544487135001,0.2575455512865,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,conservative
F_down_080,0.078,fixed,M0,P2,5000,199,3.98,3.47252871135232,4.55813057567074,0,0,0,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,conservative
F_down_080,0.1,fixed,M0,P2,5000,198,3.96,3.45384666489108,4.53684333020978,-0.02,-0.0591992796908011,0.0191992796908011,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,conservative
F_down_080,0.2,fixed,M0,P2,5000,201,4.02,3.50990382522204,4.60069404564541,0.04,-0.0154306079724255,0.0954306079724255,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,conservative
F_down_080,0.5,fixed,M0,P2,5000,193,3.86,3.36049261306962,4.43035092242026,-0.12,-0.215970202793508,-0.0240297972064915,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,conservative
F_down_080,0.02,scaled,M0,AUCinf_true_only,5000,242,4.84,4.27903040886361,5.47030843081395,0,0,0,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,nominal
F_down_080,0.05,scaled,M0,AUCinf_true_only,5000,242,4.84,4.27903040886361,5.47030843081395,0,0,0,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,nominal
F_down_080,0.078,scaled,M0,AUCinf_true_only,5000,242,4.84,4.27903040886361,5.47030843081395,0,0,0,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,nominal
F_down_080,0.1,scaled,M0,AUCinf_true_only,5000,242,4.84,4.27903040886361,5.47030843081395,0,0,0,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,nominal
F_down_080,0.2,scaled,M0,AUCinf_true_only,5000,242,4.84,4.27903040886361,5.47030843081395,0,0,0,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,nominal
F_down_080,0.5,scaled,M0,AUCinf_true_only,5000,242,4.84,4.27903040886361,5.47030843081395,0,0,0,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,nominal
