pk_model,scenario,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,analysis_model,endpoint,n,mean_log_gmr,sd_log_gmr,bias_pct,bias_mc_se_pct,bias_dir,config
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,AUCinf_Ciii,10000,-0.2292507381313,0.0547949808505914,-0.620068410035279,0.0547949808505914,away_from_1,C_iii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,AUCinf_Ciii,10000,-0.229244456667701,0.0547770112208613,-0.619444156651883,0.0547770112208613,away_from_1,C_iii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,AUCinf_Civ,10000,-0.2376053559525,0.0552525216301993,-1.44689105464434,0.0552525216301993,away_from_1,C_iv
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,AUCinf_Civ,10000,-0.2375990410301,0.0552343553276397,-1.446268697444,0.0552343553276397,away_from_1,C_iv
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,AUCinf_Aiii,10000,-0.117582834901366,0.070867384174453,11.0541970836408,0.070867384174453,toward_1,A_iii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,AUCinf_Aiii,10000,-0.119788905437589,0.0702905030713763,10.8094737292721,0.0702905030713763,toward_1,A_iii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,AUCinf_Aiv,10000,-0.117498688361702,0.12297990609557,11.0635423032191,0.12297990609557,toward_1,A_iv
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,AUCinf_Aiv,10000,-0.119029439072895,0.12286220545617,10.8936617624021,0.12286220545617,toward_1,A_iv
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,AUCinf_Ciii,10000,-0.22812516560374,0.0629968593537667,-0.567799145126613,0.0629968593537667,away_from_1,C_iii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,AUCinf_Ciii,10000,-0.228121242559239,0.0629780587913122,-0.56740906741275,0.0629780587913122,away_from_1,C_iii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,AUCinf_Civ,10000,-0.228812880221799,0.0631732899495547,-0.636156615250427,0.0631732899495547,away_from_1,C_iv
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,AUCinf_Civ,10000,-0.228809096548999,0.0631558324735197,-0.635780654267693,0.0631558324735197,away_from_1,C_iv
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,AUCinf_Aiii,10000,0.236798835245599,0.0623686329804872,1.40938295648065,0.0623686329804872,away_from_1,A_iii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,AUCinf_Aiii,10000,0.236527684658801,0.0617951578966727,1.381889470391,0.0617951578966727,away_from_1,A_iii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,AUCinf_Aiv,10000,0.186669036482953,0.098223520748302,-3.54893105326497,0.098223520748302,toward_1,A_iv
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,AUCinf_Aiv,10000,0.188545813323595,0.0971260041500437,-3.36774395011387,0.0971260041500437,toward_1,A_iv
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,AUCinf_Ciii,10000,0.22622603656272,0.0523104628209517,0.342850020037333,0.0523104628209517,away_from_1,C_iii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,AUCinf_Ciii,10000,0.22623212471036,0.0522922823457727,0.343460923982475,0.0522922823457727,away_from_1,C_iii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,AUCinf_Civ,10000,0.224562303249059,0.0525863133433996,0.176045075619191,0.0525863133433996,away_from_1,C_iv
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,AUCinf_Civ,10000,0.22456850290271,0.0525681597062947,0.176666134327985,0.0525681597062947,away_from_1,C_iv
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,AUCinf_Aiii,10000,-0.2319034592956,0.0593561536530701,-0.897182959394105,0.0593561536530701,away_from_1,A_iii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,AUCinf_Aiii,10000,-0.2316155935921,0.0589098958355119,-0.868650550693961,0.0589098958355119,away_from_1,A_iii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,AUCinf_Aiv,10000,-0.218593674601465,0.0899367390082678,0.430671322867848,0.0899367390082678,toward_1,A_iv
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,AUCinf_Aiv,10000,-0.219148699811079,0.0887647350305238,0.374945234587698,0.0887647350305238,toward_1,A_iv
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,AUCinf_Ciii,10000,-0.2250035702679,0.0508145684587095,-0.21102001766683,0.0508145684587095,away_from_1,C_iii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,AUCinf_Ciii,10000,-0.224997542165899,0.0507977826982831,-0.210418477703866,0.0507977826982831,away_from_1,C_iii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,AUCinf_Civ,10000,-0.227008593446499,0.0516146024948391,-0.410898787755376,0.0516146024948391,away_from_1,C_iv
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,AUCinf_Civ,10000,-0.2270023984261,0.0515983430615525,-0.410281829330783,0.0515983430615525,away_from_1,C_iv
